Name,Scientific.Name,locality,Latitude - processed,Longitude - processed,Coordinate Uncertainty in Metres - parsed,IMCRA Region - parsed,State - parsed,Year - parsed,coordinate Uncertainty In Meters,Data Resource ID
"Montipora crassituberculata Bernard, 1897",Montipora.crassituberculata,"Sue Island, SW and NW sides",-10.2,142.81,2000,Northeast Shelf Transition,Queensland,1983,2000,dr684
"Montipora foveolata (Dana, 1846)",Montipora.foveolata,"Sue Island, SW and NW sides",-10.2,142.81,2000,Northeast Shelf Transition,Queensland,1983,2000,dr684
"Montipora grisea Bernard, 1897",Montipora.grisea,"Sue Island, SW and NW sides",-10.2,142.81,2000,Northeast Shelf Transition,Queensland,1983,2000,dr684
"Montipora hispida (Dana, 1846)",Montipora.hispida,"Sue Island, SW and NW sides",-10.2,142.81,2000,Northeast Shelf Transition,Queensland,1983,2000,dr684
"Montipora hispida (Dana, 1846)",Montipora.hispida,"Sue Island, NW corner",-10.2,142.81,300,Northeast Shelf Transition,Queensland,1983,300,dr684
"Montipora incrassata (Dana, 1846)",Montipora.incrassata,"Sue Island, SW and NW sides",-10.2,142.81,2000,Northeast Shelf Transition,Queensland,1983,2000,dr684
"Montipora stellata Bernard, 1897",Montipora.stellata,"Sue Island, SW and NW sides",-10.2,142.81,2000,Northeast Shelf Transition,Queensland,1983,2000,dr684
"Montipora turgescens Bernard, 1897",Montipora.turgescens,"Sue Island, SW and NW sides",-10.2,142.81,2000,Northeast Shelf Transition,Queensland,1983,2000,dr684
"Montipora undata Bernard, 1897",Montipora.undata,"Sue Island, SW and NW sides",-10.2,142.81,2000,Northeast Shelf Transition,Queensland,1983,2000,dr684
"Montipora venosa (Ehrenberg, 1834)",Montipora.venosa,"Sue Island, NW corner",-10.2,142.81,300,Northeast Shelf Transition,Queensland,1983,300,dr684
"Montipora verrucosa (Lamarck, 1816)",Montipora.verrucosa,"Sue Island, SW and NW sides",-10.2,142.81,2000,Northeast Shelf Transition,Queensland,1983,2000,dr684
"Oulophyllia crispa (Lamarck, 1816)",Oulophyllia.crispa,"Sue Island, SW and NW sides",-10.2,142.81,2000,Northeast Shelf Transition,Queensland,1976,2000,dr684
"Pachyseris rugosa (Lamarck, 1801)",Pachyseris.rugosa,"Sue Island, SW and NW sides",-10.2,142.81,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Pavona decussata (Dana, 1846)",Pavona.decussata,"Sue Island, SW and NW sides",-10.2,142.81,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Platygyra daedalea (Ellis & Solander, 1786)",Platygyra.daedalea,"Sue Island, SW and NW sides",-10.2,142.81,2000,Northeast Shelf Transition,Queensland,1976,2000,dr684
"Platygyra lamellina (Ehrenberg, 1834)",Platygyra.lamellina,"Sue Island, SW and NW sides",-10.2,142.81,2000,Northeast Shelf Transition,Queensland,1976,2000,dr684
"Porites (Napopora) vaughani Crossland, 1952",Porites.vaughani,"Sue Island, SW and NW sides",-10.2,142.81,2000,Northeast Shelf Transition,Queensland,1981,2000,dr684
"Porites (Porites) annae Crossland, 1952",Porites.annae,"Sue Island, SW and NW sides",-10.2,142.81,2000,Northeast Shelf Transition,Queensland,1981,2000,dr684
"Porites (Porites) annae Crossland, 1952",Porites.annae,"Sue Island, NW corner",-10.2,142.81,300,Northeast Shelf Transition,Queensland,1981,300,dr684
"Porites (Porites) cylindrica Dana, 1846",Porites.cylindrica,"Sue Island, NW corner",-10.2,142.81,300,Northeast Shelf Transition,Queensland,1981,300,dr684
"Porites (Porites) cylindrica Dana, 1846",Porites.cylindrica,"Sue Island, SW and NW sides",-10.2,142.81,2000,Northeast Shelf Transition,Queensland,1981,2000,dr684
"Porites (Porites) lichen Dana, 1846",Porites.lichen,"Sue Island, SW and NW sides",-10.2,142.81,2000,Northeast Shelf Transition,Queensland,1981,2000,dr684
"Porites (Porites) lobata Dana, 1846",Porites.lobata,"Sue Island, NW corner",-10.2,142.81,300,Northeast Shelf Transition,Queensland,1981,300,dr684
"Porites (Porites) lutea Edwards & Haime, 1860",Porites.lutea,"Sue Island, SW and NW sides",-10.2,142.81,2000,Northeast Shelf Transition,Queensland,1981,2000,dr684
"Porites (Porites) mayeri Vaughan, 1918",Porites.mayeri,"Sue Island, NW corner",-10.2,142.81,300,Northeast Shelf Transition,Queensland,1981,300,dr684
"Porites (Porites) nigrescens Dana, 1848",Porites.nigrescens,"Sue Island, SW and NW sides",-10.2,142.81,2000,Northeast Shelf Transition,Queensland,1981,2000,dr684
"Porites (Synaraea) rus (Forskal, 1775)",Porites.rus,"Sue Island, SW and NW sides",-10.2,142.81,2000,Northeast Shelf Transition,Queensland,1981,2000,dr684
"Seriatopora hystrix Dana, 1846",Seriatopora.hystrix,"Sue Island, SW and NW sides",-10.2,142.81,2000,Northeast Shelf Transition,Queensland,1975,2000,dr684
"Stylophora pistillata Esper, 1797",Stylophora.pistillata,"Sue Island, SW and NW sides",-10.2,142.81,2000,Northeast Shelf Transition,Queensland,1975,2000,dr684
"Turbinaria reniformis Bernard, 1896",Turbinaria.reniformis,"Sue Island, SW and NW sides",-10.2,142.81,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Alveopora spongiosa Dana, 1846",Alveopora.spongiosa,"Dungeness Reef, SE face",-9.938,142.95,2000,Northeast Shelf Transition,Queensland,1981,2000,dr684
"Echinophyllia aspera (Ellis & Solander, 1786)",Echinophyllia.aspera,"Dungeness Reef, SE face",-9.938,142.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
Echinophyllia orpheensis nom. nov.,Echinophyllia.orpheensis,"Dungeness Reef, SE face",-9.938,142.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Euphyllia (Euphyllia) glabrescens (Chamisso & Eysenhardt, 1821)",Euphyllia.glabrescens,"Dungeness Reef, SE face",-9.938,142.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Fungia (Fungia) Fungites (Linnaeus, 1758)",Fungia.fungites,"Dungeness Reef, SE face",-9.938,142.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Gardineroseris planulata (Dana, 1846)",Gardineroseris.planulata,"Dungeness Reef, SE face",-9.938,142.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Lobophyllia hataii Yabe, Sugiyama & Eguchi, 1936",Lobophyllia.hataii,"Dungeness Reef, SE face",-9.938,142.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
Lobophyllia hemprichii,Lobophyllia.hemprichii,"Dungeness Reef, SE face",-9.938,142.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Montipora foveolata (Dana, 1846)",Montipora.foveolata,"Dungeness Reef, SE face",-9.938,142.95,2000,Northeast Shelf Transition,Queensland,1983,2000,dr684
"Mycedium elephantotus (Pallas, 1766)",Mycedium.elephantotus,"Dungeness Reef, SE face",-9.938,142.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Oxypora lacera (Verrill, 1864)",Oxypora.lacera,"Dungeness Reef, SE face",-9.938,142.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Pachyseris speciosa (Dana, 1846)",Pachyseris.speciosa,"Dungeness Reef, SE face",-9.938,142.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Pavona clavus (Dana, 1846)",Pavona.clavus,"Dungeness Reef, SE face",-9.938,142.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Pavona decussata (Dana, 1846)",Pavona.decussata,"Dungeness Reef, SE face",-9.938,142.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Pavona venosa (Ehrenberg, 1834)",Pavona.venosa,"Dungeness Reef, SE face",-9.938,142.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Podabacia crustacea (Pallas, 1766)",Podabacia.crustacea,"Dungeness Reef, SE face",-9.938,142.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Porites (Porites) lichen Dana, 1846",Porites.lichen,"Dungeness Reef, SE face",-9.938,142.95,2000,Northeast Shelf Transition,Queensland,1981,2000,dr684
"Symphyllia cf. valenciennesii Edwards & Haime, 1849",Symphyllia.valenciennesii,"Dungeness Reef, SE face",-9.938,142.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Symphyllia radians Edwards & Haime, 1849",Symphyllia.radians,"Dungeness Reef, SE face",-9.938,142.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Turbinaria mesenterina (Lamarck, 1816)",Turbinaria.mesenterina,"Dungeness Reef, SE face",-9.938,142.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Turbinaria stellulata (Lamarck, 1816)",Turbinaria.stellulata,"Dungeness Reef, SE face",-9.938,142.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Herpolitha limax (Houttuyn, 1772)",Herpolitha.limax,"Dungeness Reef, NW face",-9.879,142.99,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Leptoseris hawaiiensis Vaughan, 1907",Leptoseris.hawaiiensis,"Dungeness Reef, NW face",-9.879,142.99,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Lobophyllia hataii Yabe, Sugiyama & Eguchi, 1936",Lobophyllia.hataii,"Dungeness Reef, NW face",-9.879,142.99,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
Lobophyllia hemprichii,Lobophyllia.hemprichii,"Dungeness Reef, NW face",-9.879,142.99,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Oxypora lacera (Verrill, 1864)",Oxypora.lacera,"Dungeness Reef, NW face",-9.879,142.99,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Pachyseris speciosa (Dana, 1846)",Pachyseris.speciosa,"Dungeness Reef, NW face",-9.879,142.99,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Pavona varians Verrill, 1864",Pavona.varians,"Dungeness Reef, NW face",-9.879,142.99,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Scolymia cf. vitiensis Bruggemann, 1877",Scolymia.vitiensis,"Dungeness Reef, NW face",-9.879,142.99,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Symphyllia cf. valenciennesii Edwards & Haime, 1849",Symphyllia.valenciennesii,"Dungeness Reef, NW face",-9.879,142.99,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Acanthastrea echinata (Dana, 1846)",Acanthastrea.echinata,"Warrior Reef, SE corner",-9.8,143.02,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Goniopora stutchburyi Wells, 1955",Goniopora.stutchburyi,"Warrior Reef, SE corner",-9.8,143.02,2000,Northeast Shelf Transition,Queensland,1981,2000,dr684
"Leptoseris mycetoseroides Wells, 1954",Leptoseris.mycetoseroides,"Warrior Reef, SE corner",-9.8,143.02,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Oxypora lacera (Verrill, 1864)",Oxypora.lacera,"Warrior Reef, SE corner",-9.8,143.02,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Pavona varians Verrill, 1864",Pavona.varians,"Warrior Reef, SE corner",-9.8,143.02,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Plerogyra sinuosa (Dana, 1846)",Plerogyra.sinuosa,"Warrior Reef, SE corner",-9.8,143.02,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Podabacia crustacea (Pallas, 1766)",Podabacia.crustacea,"Warrior Reef, SE corner",-9.8,143.02,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Scapophyllia cylindrica (Edwards & Haime, 1848)",Scapophyllia.cylindrica,"Warrior Reef, SE corner",-9.8,143.02,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Turbinaria bifrons Bruggemann, 1877",Turbinaria.bifrons,"Warrior Reef, SE corner",-9.8,143.02,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Turbinaria heronensis Wells, 1958",Turbinaria.heronensis,"Warrior Reef, SE corner",-9.8,143.02,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Turbinaria mesenterina (Lamarck, 1816)",Turbinaria.mesenterina,"Warrior Reef, SE corner",-9.8,143.02,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Turbinaria peltata (Esper, 1794)",Turbinaria.peltata,"Warrior Reef, SE corner",-9.8,143.02,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
Euphyllia (Fimbriaphyllia) divisa,Euphyllia.divisa,"Warrior Reef, E side",-9.666,143.116,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Galaxea cf. astreata (Lamarck, 1816)",Galaxea.astreata,"Warrior Reef, E side",-9.666,143.116,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Gardineroseris planulata (Dana, 1846)",Gardineroseris.planulata,"Warrior Reef, E side",-9.666,143.116,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Goniopora stutchburyi Wells, 1955",Goniopora.stutchburyi,"Warrior Reef, E side",-9.666,143.116,3000,Northeast Shelf Transition,Queensland,1981,3000,dr684
"Herpolitha limax (Houttuyn, 1772)",Herpolitha.limax,"Warrior Reef, E side",-9.666,143.116,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Leptoseris mycetoseroides Wells, 1954",Leptoseris.mycetoseroides,"Warrior Reef, E side",-9.666,143.116,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris.yabei,"Warrior Reef, E side",-9.666,143.116,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Pachyseris speciosa (Dana, 1846)",Pachyseris.speciosa,"Warrior Reef, E side",-9.666,143.116,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Pavona cf. explanulata (Lamarck, 1816)",Pavona.explanulata,"Warrior Reef, E side",-9.666,143.116,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Pavona clavus (Dana, 1846)",Pavona.clavus,"Warrior Reef, E side",-9.666,143.116,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Pavona decussata (Dana, 1846)",Pavona.decussata,"Warrior Reef, E side",-9.666,143.116,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Pavona varians Verrill, 1864",Pavona.varians,"Warrior Reef, E side",-9.666,143.116,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Turbinaria bifrons Bruggemann, 1877",Turbinaria.bifrons,"Warrior Reef, E side",-9.666,143.116,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Turbinaria peltata (Esper, 1794)",Turbinaria.peltata,"Warrior Reef, E side",-9.666,143.116,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Turbinaria stellulata (Lamarck, 1816)",Turbinaria.stellulata,"Warrior Reef, E side",-9.666,143.116,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Acropora (Acropora) aculeus (Dana, 1846)",Acropora.aculeus,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1983,500,dr684
"Acropora (Acropora) austera (Dana, 1846)",Acropora.austera,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1983,500,dr684
"Acropora (Acropora) divaricata (Dana, 1846)",Acropora.divaricata,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1983,500,dr684
Acropora (Acropora) donei,Acropora.donei,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1983,500,dr684
"Acropora (Acropora) formosa (Dana, 1846)",Acropora.formosa,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1983,500,dr684
"Acropora (Acropora) grandis (Brook, 1892)",Acropora.grandis,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1983,500,dr684
"Acropora (Acropora) horrida (Dana, 1846)",Acropora.horrida,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1983,500,dr684
"Acropora (Acropora) humilis (Dana, 1846)",Acropora.humilis,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1983,500,dr684
"Acropora (Acropora) latistella (Brook, 1892)",Acropora.latistella,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1983,500,dr684
"Acropora (Acropora) loripes (Brook, 1892)",Acropora.loripes,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1983,500,dr684
"Acropora (Acropora) microclados (Ehrenberg, 1834)",Acropora.microclados,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1983,500,dr684
"Acropora (Acropora) microphthalma (Verrill, 1869)",Acropora.microphthalma,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1983,500,dr684
"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1983,500,dr684
"Acropora (Acropora) nasuta (Dana, 1846)",Acropora.nasuta,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1983,500,dr684
"Acropora (Acropora) nobilis (Dana, 1846)",Acropora.nobilis,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1983,500,dr684
"Acropora (Acropora) paniculata Verrill, 1902",Acropora.paniculata,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1983,500,dr684
"Acropora (Acropora) robusta (Dana, 1846)",Acropora.robusta,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1983,500,dr684
"Acropora (Acropora) secale (Studer, 1878)",Acropora.secale,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1983,500,dr684
"Acropora (Acropora) selago (Studer, 1878)",Acropora.selago,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1983,500,dr684
"Acropora (Acropora) subulata (Dana, 1846)",Acropora.subulata,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1983,500,dr684
"Acropora (Acropora) tenuis (Dana, 1846)",Acropora.tenuis,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1983,500,dr684
"Acropora (Acropora) valenciennesi (Edwards & Haime, 1860)",Acropora.valenciennesi,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1983,500,dr684
"Acropora (Acropora) valida (Dana, 1846)",Acropora.valida,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1983,500,dr684
"Acropora (Acropora) vaughani Wells, 1954",Acropora.vaughani,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1983,500,dr684
"Alveopora spongiosa Dana, 1846",Alveopora.spongiosa,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1981,500,dr684
"Goniopora columna Dana, 1846",Goniopora.columna,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1981,500,dr684
"Goniopora djiboutiensis Vaughan, 1907",Goniopora.djiboutiensis,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1981,500,dr684
"Goniopora fruticosa Saville-Kent, 1893",Goniopora.fruticosa,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1981,500,dr684
"Goniopora lobata Edwards & Haime, 1860",Goniopora.lobata,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1981,500,dr684
"Goniopora minor Crossland, 1952",Goniopora.minor,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1981,500,dr684
"Montipora danae Edwards & Haime, 1851",Montipora.danae,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1983,500,dr684
"Montipora foliosa (Pallas, 1766)",Montipora.foliosa,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1983,500,dr684
"Montipora grisea Bernard, 1897",Montipora.grisea,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1983,500,dr684
"Montipora hispida (Dana, 1846)",Montipora.hispida,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1983,500,dr684
"Montipora monasteriata (ForskÇè_l, 1775)",Montipora.monasteriata,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1983,500,dr684
"Montipora spumosa (Lamarck, 1816)",Montipora.spumosa,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1983,500,dr684
"Montipora stellata Bernard, 1897",Montipora.stellata,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1983,500,dr684
"Montipora undata Bernard, 1897",Montipora.undata,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1983,500,dr684
"Montipora verrucosa (Lamarck, 1816)",Montipora.verrucosa,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1983,500,dr684
"Pavona clavus (Dana, 1846)",Pavona.clavus,"Newman Reef, N edge",-10.067,143.167,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Porites (Porites) lichen Dana, 1846",Porites.lichen,"Arden Island, NW corner",-9.867,143.167,500,Northeast Shelf Transition,Queensland,1981,500,dr684
"Turbinaria frondens (Dana, 1846)",Turbinaria.frondens,"Newman Reef, N edge",-10.067,143.167,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Cynarina lacrymalis (Edwards & Haime, 1848)",Cynarina.lacrymalis,"Aureed Island, NW and SE sides",-9.966,143.276,1500,Northeast Shelf Transition,Queensland,1979,1500,dr684
"Fungia (Pleuractis) paumotensis Stutchbury, 1833",Fungia.paumotensis,"Aureed Island, NW and SE sides",-9.966,143.276,1500,Northeast Shelf Transition,Queensland,1979,1500,dr684
"Gardineroseris planulata (Dana, 1846)",Gardineroseris.planulata,"Aureed Island, NW and SE sides",-9.966,143.276,1500,Northeast Shelf Transition,Queensland,1979,1500,dr684
"Mycedium elephantotus (Pallas, 1766)",Mycedium.elephantotus,"Aureed Island, NW and SE sides",-9.966,143.276,1500,Northeast Shelf Transition,Queensland,1979,1500,dr684
