trait,master_species,value
reproductive_mode_(ahb),Coscinaraea.wellsi,spawner
reproductive_mode_(ahb),Craterestrea.levis,spawner
reproductive_mode_(ahb),Ctenactis.albitentaculata,spawner
reproductive_mode_(ahb),Ctenactis.crassa,spawner
reproductive_mode_(ahb),Ctenactis.echinata,spawner
reproductive_mode_(ahb),Cyathelia.axillaris,spawner
reproductive_mode_(ahb),Cycloseris.colini,spawner
reproductive_mode_(ahb),Cycloseris.erosa,spawner
reproductive_mode_(ahb),Cycloseris.patelliformis,spawner
reproductive_mode_(ahb),Cynarina.lacrymalis,spawner
reproductive_mode_(ahb),Cyphastrea.agassizi,spawner
reproductive_mode_(ahb),Cyphastrea.chalcidicum,spawner
reproductive_mode_(ahb),Cyphastrea.decadia,spawner
reproductive_mode_(ahb),Cyphastrea.hexasepta,spawner
reproductive_mode_(ahb),Cyphastrea.japonica,spawner
reproductive_mode_(ahb),Cyphastrea.microphthalma,spawner
reproductive_mode_(ahb),Cyphastrea.ocellina,brooder
reproductive_mode_(ahb),Cyphastrea.serailia,spawner
reproductive_mode_(ahb),Dendrogyra.cylindrus,spawner
reproductive_mode_(ahb),Dendrophyllia.spp,brooder
reproductive_mode_(ahb),Dichocoenia.stellaris,spawner
reproductive_mode_(ahb),Dichocoenia.stokesi,spawner
reproductive_mode_(ahb),Diploastrea.heliopora,spawner
reproductive_mode_(ahb),Diploria.clivosa,spawner
reproductive_mode_(ahb),Diploria.labyrinthiformis,spawner
reproductive_mode_(ahb),Diploria.strigosa,spawner
reproductive_mode_(ahb),Echinophyllia.aspera,spawner
reproductive_mode_(ahb),Echinophyllia.costata,spawner
reproductive_mode_(ahb),Echinophyllia.echinata,spawner
reproductive_mode_(ahb),Echinophyllia.echinoporoides,spawner
reproductive_mode_(ahb),Echinophyllia.maxima,spawner
reproductive_mode_(ahb),Echinophyllia.orpheensis,spawner
reproductive_mode_(ahb),Echinophyllia.patula,spawner
reproductive_mode_(ahb),Echinophyllia.pectinata,spawner
reproductive_mode_(ahb),Echinophyllia.taylorae,spawner
reproductive_mode_(ahb),Echinopora.ashmorensis,spawner
reproductive_mode_(ahb),Echinopora.forskaliana,spawner
reproductive_mode_(ahb),Echinopora.fruticulosa,spawner
reproductive_mode_(ahb),Echinopora.gemmacea,spawner
reproductive_mode_(ahb),Echinopora.grandicula,spawner
reproductive_mode_(ahb),Echinopora.hirsutissima,spawner
reproductive_mode_(ahb),Echinopora.horrida,spawner
reproductive_mode_(ahb),Echinopora.irregularis,spawner
reproductive_mode_(ahb),Echinopora.lamellosa,spawner
reproductive_mode_(ahb),Echinopora.mammiformis,spawner
reproductive_mode_(ahb),Echinopora.pacificus,spawner
reproductive_mode_(ahb),Echinopora.robusta,spawner
reproductive_mode_(ahb),Echinopora.taylorae,spawner
reproductive_mode_(ahb),Echinopora.tiranensis,spawner
reproductive_mode_(ahb),Enallopsammia.rostrata,spawner
reproductive_mode_(ahb),Erythrastrea.flabellata,spawner
reproductive_mode_(ahb),Euphyllia.ancora,spawner
reproductive_mode_(ahb),Euphyllia.divisa,spawner
reproductive_mode_(ahb),Euphyllia.glabrescens,brooder
reproductive_mode_(ahb),Euphyllia.paraancora,spawner
reproductive_mode_(ahb),Eusmilia.fastigiata,spawner
reproductive_mode_(ahb),Favia.albidus,spawner
reproductive_mode_(ahb),Favia.danae,spawner
reproductive_mode_(ahb),Favia.favus,spawner
reproductive_mode_(ahb),Favia.fragum,brooder
reproductive_mode_(ahb),Favia.gravida,brooder
reproductive_mode_(ahb),Favia.helianthoides,spawner
reproductive_mode_(ahb),Favia.lacuna,spawner
reproductive_mode_(ahb),Favia.laxa,spawner
reproductive_mode_(ahb),Favia.leptophylla,brooder
reproductive_mode_(ahb),Favia.lizardensis,spawner
reproductive_mode_(ahb),Favia.maritima,spawner
reproductive_mode_(ahb),Favia.marshae,spawner
reproductive_mode_(ahb),Favia.matthaii,spawner
reproductive_mode_(ahb),Favia.maxima,spawner
reproductive_mode_(ahb),Favia.pallida,spawner
reproductive_mode_(ahb),Favia.rosaria,spawner
reproductive_mode_(ahb),Favia.rotumana,spawner
reproductive_mode_(ahb),Favia.rotundata,spawner
reproductive_mode_(ahb),Favia.speciosa,spawner
reproductive_mode_(ahb),Favia.stelligera,spawner
reproductive_mode_(ahb),Favia.truncatus,spawner
reproductive_mode_(ahb),Favia.veroni,spawner
reproductive_mode_(ahb),Favia.vietnamensis,spawner
reproductive_mode_(ahb),Favia.wisseli,spawner
reproductive_mode_(ahb),Favites.abdita,spawner
reproductive_mode_(ahb),Favites.acuticollis,spawner
reproductive_mode_(ahb),Favites.bestae,spawner
reproductive_mode_(ahb),Favites.chinensis,spawner
reproductive_mode_(ahb),Favites.complanata,spawner
reproductive_mode_(ahb),Favites.flexuosa,spawner
reproductive_mode_(ahb),Favites.halicora,spawner
reproductive_mode_(ahb),Favites.micropentagona,spawner
reproductive_mode_(ahb),Favites.paraflexuosa,spawner
reproductive_mode_(ahb),Favites.pentagona,spawner
reproductive_mode_(ahb),Favites.peresi,spawner
reproductive_mode_(ahb),Favites.russelli,spawner
reproductive_mode_(ahb),Favites.spinosa,spawner
reproductive_mode_(ahb),Favites.stylifera,spawner
reproductive_mode_(ahb),Favites.vasta,spawner
reproductive_mode_(ahb),Flabellum.alabastrum,spawner
reproductive_mode_(ahb),Flabellum.angulare,spawner
reproductive_mode_(ahb),Flabellum.curvatum,brooder
reproductive_mode_(ahb),Flabellum.impensum,brooder
reproductive_mode_(ahb),Flabellum.thouarsii,brooder
reproductive_mode_(ahb),Fungia.concinna,spawner
reproductive_mode_(ahb),Fungia.corona,spawner
reproductive_mode_(ahb),Cycloseris.costulata,spawner
reproductive_mode_(ahb),Cycloseris.curvata,spawner
reproductive_mode_(ahb),Cycloseris.cyclolites,spawner
reproductive_mode_(ahb),Fungia.danai,spawner
reproductive_mode_(ahb),Diaseris.distorta,spawner
reproductive_mode_(ahb),Diaseris.fragilis,spawner
reproductive_mode_(ahb),Fungia.fralinae,spawner
reproductive_mode_(ahb),Fungia.fungites,spawner
reproductive_mode_(ahb),Fungia.granulosa,spawner
reproductive_mode_(ahb),Fungia.gravis,spawner
reproductive_mode_(ahb),Cycloseris.hexagonalis,spawner
reproductive_mode_(ahb),Fungia.horrida,spawner
reproductive_mode_(ahb),Fungia.klunzingeri,spawner
reproductive_mode_(ahb),Fungia.moluccensis,spawner
reproductive_mode_(ahb),Fungia.paumotensis,spawner
reproductive_mode_(ahb),Fungia.puishani,spawner
reproductive_mode_(ahb),Fungia.repanda,spawner
reproductive_mode_(ahb),Fungia.scabra,spawner
reproductive_mode_(ahb),Fungia.scruposa,spawner
reproductive_mode_(ahb),Fungia.scutaria,spawner
reproductive_mode_(ahb),Fungia.seychellensis,spawner
reproductive_mode_(ahb),Cycloseris.sinensis,spawner
reproductive_mode_(ahb),Cycloseris.somervillei,spawner
reproductive_mode_(ahb),Fungia.spinifer,spawner
reproductive_mode_(ahb),Fungia.taiwanensis,spawner
reproductive_mode_(ahb),Cycloseris.tenuis,spawner
reproductive_mode_(ahb),Cycloseris.vaughani,spawner
reproductive_mode_(ahb),Fungiacyathus.marenzelleri,spawner
reproductive_mode_(ahb),Galaxea.astreata,spawner
reproductive_mode_(ahb),Galaxea.fascicularis,spawner
reproductive_mode_(ahb),Galaxea.horrescens,brooder
reproductive_mode_(ahb),Gardineroseris.planulata,brooder
reproductive_mode_(ahb),Goniastrea.aspera,spawner
reproductive_mode_(ahb),Goniastrea.australensis,spawner
reproductive_mode_(ahb),Goniastrea.columella,spawner
reproductive_mode_(ahb),Goniastrea.deformis,spawner
reproductive_mode_(ahb),Goniastrea.edwardsi,spawner
reproductive_mode_(ahb),Goniastrea.favulus,spawner
reproductive_mode_(ahb),Goniastrea.minuta,spawner
reproductive_mode_(ahb),Goniastrea.palauensis,spawner
reproductive_mode_(ahb),Goniastrea.pectinata,spawner
reproductive_mode_(ahb),Goniastrea.peresi,spawner
reproductive_mode_(ahb),Goniastrea.ramosa,spawner
reproductive_mode_(ahb),Goniastrea.retiformis,spawner
reproductive_mode_(ahb),Goniastrea.thecata,spawner
reproductive_mode_(ahb),Goniocorella.dumosa,spawner
reproductive_mode_(ahb),Goniopora.albiconus,spawner
reproductive_mode_(ahb),Goniopora.burgosi,spawner
reproductive_mode_(ahb),Goniopora.cellulosa,spawner
reproductive_mode_(ahb),Goniopora.ciliatus,spawner
reproductive_mode_(ahb),Goniopora.columna,spawner
reproductive_mode_(ahb),Goniopora.djiboutiensis,spawner
reproductive_mode_(ahb),Goniopora.eclipsensis,spawner
reproductive_mode_(ahb),Goniopora.fruticosa,spawner
reproductive_mode_(ahb),Goniopora.lobata,spawner
reproductive_mode_(ahb),Goniopora.minor,spawner
reproductive_mode_(ahb),Goniopora.norfolkensis,spawner
reproductive_mode_(ahb),Goniopora.palmensis,spawner
reproductive_mode_(ahb),Goniopora.pandoraensis,spawner
reproductive_mode_(ahb),Goniopora.pearsoni,spawner
reproductive_mode_(ahb),Goniopora.pendulus,spawner
reproductive_mode_(ahb),Goniopora.planulata,spawner
reproductive_mode_(ahb),Goniopora.polyformis,spawner
reproductive_mode_(ahb),Goniopora.savignyi,spawner
reproductive_mode_(ahb),Goniopora.somaliensis,spawner
reproductive_mode_(ahb),Goniopora.stokesi,spawner
reproductive_mode_(ahb),Goniopora.stutchburyi,spawner
reproductive_mode_(ahb),Goniopora.sultani,spawner
reproductive_mode_(ahb),Goniopora.tenella,spawner
reproductive_mode_(ahb),Goniopora.tenuidens,spawner
reproductive_mode_(ahb),Gyrosmilia.interrupta,spawner
reproductive_mode_(ahb),Halomitra.clavator,spawner
reproductive_mode_(ahb),Halomitra.meierae,spawner
reproductive_mode_(ahb),Halomitra.pileus,spawner
reproductive_mode_(ahb),Heliofungia.actiniformis,spawner
reproductive_mode_(ahb),Herpolitha.limax,spawner
reproductive_mode_(ahb),Herpolitha.weberi,spawner
reproductive_mode_(ahb),Heterocyathus.aequicostatus,spawner
reproductive_mode_(ahb),Heteropsammia.cochlea,spawner
reproductive_mode_(ahb),Horastrea.indica,spawner
reproductive_mode_(ahb),Hydnophora.bonsai,spawner
reproductive_mode_(ahb),Hydnophora.exesa,spawner
reproductive_mode_(ahb),Hydnophora.grandis,spawner
reproductive_mode_(ahb),Hydnophora.microconos,spawner
reproductive_mode_(ahb),Hydnophora.pilosa,spawner
reproductive_mode_(ahb),Hydnophora.rigida,spawner
reproductive_mode_(ahb),Isophyllia.sinuosa,brooder
reproductive_mode_(ahb),Leptastrea.aequalis,spawner
reproductive_mode_(ahb),Leptastrea.bewickensis,spawner
reproductive_mode_(ahb),Leptastrea.bottae,spawner
reproductive_mode_(ahb),Leptastrea.inaequalis,spawner
reproductive_mode_(ahb),Leptastrea.pruinosa,spawner
reproductive_mode_(ahb),Leptastrea.purpurea,spawner
reproductive_mode_(ahb),Leptastrea.transversa,spawner
reproductive_mode_(ahb),Leptopsammia.pruvoti,brooder
reproductive_mode_(ahb),Leptoria.irregularis,spawner
reproductive_mode_(ahb),Leptoria.phrygia,spawner
reproductive_mode_(ahb),Leptoseris.amitoriensis,spawner
reproductive_mode_(ahb),Leptoseris.cailleti,spawner
reproductive_mode_(ahb),Leptoseris.explanata,spawner
reproductive_mode_(ahb),Leptoseris.foliosa,spawner
reproductive_mode_(ahb),Leptoseris.gardineri,spawner
reproductive_mode_(ahb),Leptoseris.hawaiiensis,spawner
reproductive_mode_(ahb),Leptoseris.incrustans,spawner
reproductive_mode_(ahb),Leptoseris.mycetoseroides,spawner
reproductive_mode_(ahb),Leptoseris.papyracea,spawner
reproductive_mode_(ahb),Leptoseris.scabra,spawner
reproductive_mode_(ahb),Leptoseris.solida,spawner
reproductive_mode_(ahb),Leptoseris.striata,spawner
reproductive_mode_(ahb),Leptoseris.tenuis,spawner
reproductive_mode_(ahb),Leptoseris.tubulifera,spawner
reproductive_mode_(ahb),Leptoseris.yabei,spawner
reproductive_mode_(ahb),Letepsammia.formosissima,brooder
reproductive_mode_(ahb),Lithophyllon.lobata,spawner
reproductive_mode_(ahb),Lithophyllon.mokai,spawner
reproductive_mode_(ahb),Lithophyllon.ranjithi,spawner
reproductive_mode_(ahb),Lithophyllon.undulatum,spawner
reproductive_mode_(ahb),Lobophyllia.corymbosa,spawner
reproductive_mode_(ahb),Lobophyllia.costata,spawner
reproductive_mode_(ahb),Lobophyllia.dentatus,spawner
reproductive_mode_(ahb),Lobophyllia.diminuta,spawner
reproductive_mode_(ahb),Lobophyllia.flabelliformis,spawner
reproductive_mode_(ahb),Lobophyllia.hataii,spawner
reproductive_mode_(ahb),Lobophyllia.hemprichii,spawner
reproductive_mode_(ahb),Lobophyllia.pachysepta,spawner
reproductive_mode_(ahb),Lobophyllia.robusta,spawner
reproductive_mode_(ahb),Lobophyllia.serratus,spawner
reproductive_mode_(ahb),Lophelia.pertusa,spawner
reproductive_mode_(ahb),Madracis.decactis,brooder
reproductive_mode_(ahb),Madracis.formosa,brooder
reproductive_mode_(ahb),Madracis.mirabilis,brooder
reproductive_mode_(ahb),Madracis.myriaster,brooder
reproductive_mode_(ahb),Madracis.pharensis,brooder
reproductive_mode_(ahb),Madracis.senaria,brooder
reproductive_mode_(ahb),Madrepora.arbuscula,spawner
reproductive_mode_(ahb),Madrepora.carolina,spawner
reproductive_mode_(ahb),Madrepora.kauaiensis,spawner
reproductive_mode_(ahb),Madrepora.minutiseptum,spawner
reproductive_mode_(ahb),Madrepora.oculata,spawner
reproductive_mode_(ahb),Madrepora.porcellana,spawner
reproductive_mode_(ahb),Manicina.areolata,brooder
reproductive_mode_(ahb),Meandrina.braziliensis,spawner
reproductive_mode_(ahb),Meandrina.danae,spawner
reproductive_mode_(ahb),Meandrina.meandrites,spawner
reproductive_mode_(ahb),Merulina.ampliata,spawner
reproductive_mode_(ahb),Merulina.scabricula,spawner
reproductive_mode_(ahb),Merulina.scheeri,spawner
reproductive_mode_(ahb),Micromussa.amakusensis,spawner
reproductive_mode_(ahb),Micromussa.diminuta,spawner
reproductive_mode_(ahb),Micromussa.minuta,spawner
reproductive_mode_(ahb),Monomyces.rubrum,brooder
reproductive_mode_(ahb),Montastrea.annularis,spawner
reproductive_mode_(ahb),Montastrea.annuligera,spawner
reproductive_mode_(ahb),Montastrea.cavernosa,spawner
reproductive_mode_(ahb),Montastrea.colemani,spawner
reproductive_mode_(ahb),Montastrea.curta,spawner
reproductive_mode_(ahb),Montastrea.faveolata,spawner
reproductive_mode_(ahb),Montastrea.franksi,spawner
reproductive_mode_(ahb),Montastrea.magnistellata,spawner
reproductive_mode_(ahb),Montastrea.multipunctata,spawner
reproductive_mode_(ahb),Montastrea.salebrosa,spawner
reproductive_mode_(ahb),Montastrea.serageldini,spawner
reproductive_mode_(ahb),Montastrea.valenciennesi,spawner
reproductive_mode_(ahb),Montigyra.kenti,spawner
reproductive_mode_(ahb),Montipora.aequituberculata,spawner
reproductive_mode_(ahb),Montipora.altasepta,spawner
reproductive_mode_(ahb),Montipora.angulata,spawner
reproductive_mode_(ahb),Montipora.aspergillus,spawner
reproductive_mode_(ahb),Montipora.australiensis,spawner
reproductive_mode_(ahb),Montipora.cactus,spawner
reproductive_mode_(ahb),Montipora.calcarea,spawner
reproductive_mode_(ahb),Montipora.caliculata,spawner
reproductive_mode_(ahb),Montipora.capitata,spawner
reproductive_mode_(ahb),Montipora.capricornis,spawner
reproductive_mode_(ahb),Montipora.cebuensis,spawner
reproductive_mode_(ahb),Montipora.circumvallata,spawner
reproductive_mode_(ahb),Montipora.cocosensis,spawner
reproductive_mode_(ahb),Montipora.confusa,spawner
reproductive_mode_(ahb),Montipora.corbettensis,spawner
reproductive_mode_(ahb),Montipora.crassituberculata,spawner
reproductive_mode_(ahb),Montipora.cryptus,spawner
reproductive_mode_(ahb),Montipora.danae,spawner
reproductive_mode_(ahb),Montipora.delicatula,spawner
reproductive_mode_(ahb),Montipora.digitata,spawner
reproductive_mode_(ahb),Montipora.dilatata,spawner
reproductive_mode_(ahb),Montipora.echinata,spawner
reproductive_mode_(ahb),Montipora.edwardsi,spawner
reproductive_mode_(ahb),Montipora.efflorescens,spawner
reproductive_mode_(ahb),Montipora.effusa,spawner
reproductive_mode_(ahb),Montipora.flabellata,spawner
reproductive_mode_(ahb),Montipora.florida,spawner
reproductive_mode_(ahb),Montipora.floweri,spawner
reproductive_mode_(ahb),Montipora.foliosa,spawner
reproductive_mode_(ahb),Montipora.foveolata,spawner
reproductive_mode_(ahb),Montipora.friabilis,spawner
reproductive_mode_(ahb),Montipora.gaimardi,spawner
reproductive_mode_(ahb),Montipora.granulosa,spawner
reproductive_mode_(ahb),Montipora.grisea,spawner
reproductive_mode_(ahb),Montipora.hemispherica,spawner
reproductive_mode_(ahb),Montipora.hirsuta,spawner
reproductive_mode_(ahb),Montipora.hispida,spawner
reproductive_mode_(ahb),Montipora.hodgsoni,spawner
reproductive_mode_(ahb),Montipora.hoffmeisteri,spawner
reproductive_mode_(ahb),Montipora.incrassata,spawner
reproductive_mode_(ahb),Montipora.informis,spawner
reproductive_mode_(ahb),Montipora.kellyi,spawner
reproductive_mode_(ahb),Montipora.lobulata,spawner
reproductive_mode_(ahb),Montipora.mactanensis,spawner
reproductive_mode_(ahb),Montipora.malampaya,spawner
reproductive_mode_(ahb),Montipora.meandrina,spawner
reproductive_mode_(ahb),Montipora.millepora,spawner
reproductive_mode_(ahb),Montipora.mollis,spawner
reproductive_mode_(ahb),Montipora.monasteriata,spawner
reproductive_mode_(ahb),Montipora.niugini,spawner
reproductive_mode_(ahb),Montipora.nodosa,spawner
reproductive_mode_(ahb),Montipora.orientalis,spawner
reproductive_mode_(ahb),Montipora.pachytuberculata,spawner
reproductive_mode_(ahb),Montipora.palawanensis,spawner
reproductive_mode_(ahb),Montipora.patula,spawner
reproductive_mode_(ahb),Montipora.peltiformis,spawner
reproductive_mode_(ahb),Montipora.porites,spawner
reproductive_mode_(ahb),Montipora.samarensis,spawner
reproductive_mode_(ahb),Montipora.saudii,spawner
reproductive_mode_(ahb),Montipora.setosa,spawner
reproductive_mode_(ahb),Montipora.solanderi,spawner
reproductive_mode_(ahb),Montipora.spongiosa,spawner
reproductive_mode_(ahb),Montipora.spongodes,spawner
reproductive_mode_(ahb),Montipora.spumosa,spawner
reproductive_mode_(ahb),Montipora.stellata,spawner
reproductive_mode_(ahb),Montipora.stilosa,spawner
reproductive_mode_(ahb),Montipora.striata,spawner
reproductive_mode_(ahb),Montipora.taiwanensis,spawner
reproductive_mode_(ahb),Montipora.tortuosa,spawner
reproductive_mode_(ahb),Montipora.tuberculosa,spawner
reproductive_mode_(ahb),Montipora.turgescens,spawner
reproductive_mode_(ahb),Montipora.turtlensis,spawner
reproductive_mode_(ahb),Montipora.undata,spawner
reproductive_mode_(ahb),Montipora.vaughani,spawner
reproductive_mode_(ahb),Montipora.venosa,spawner
reproductive_mode_(ahb),Montipora.verrilli,spawner
reproductive_mode_(ahb),Montipora.verrucosa,spawner
reproductive_mode_(ahb),Montipora.verruculosus,spawner
reproductive_mode_(ahb),Montipora.vietnamensis,spawner
reproductive_mode_(ahb),Moseleya.latistellata,spawner
reproductive_mode_(ahb),Mussa.angulosa,spawner
reproductive_mode_(ahb),Mussismilia.braziliensis,spawner
reproductive_mode_(ahb),Mussismilia.harttii,spawner
reproductive_mode_(ahb),Mussismilia.hispida,spawner
reproductive_mode_(ahb),Mycedium.elephantotus,spawner
reproductive_mode_(ahb),Mycedium.mancaoi,spawner
reproductive_mode_(ahb),Mycedium.robokaki,spawner
reproductive_mode_(ahb),Mycedium.spina,spawner
reproductive_mode_(ahb),Mycedium.steeni,spawner
reproductive_mode_(ahb),Mycedium.umbra,spawner
reproductive_mode_(ahb),Mycetophyllia.aliciae,brooder
reproductive_mode_(ahb),Mycetophyllia.danaana,brooder
reproductive_mode_(ahb),Mycetophyllia.ferox,brooder
reproductive_mode_(ahb),Mycetophyllia.lamarckiana,brooder
reproductive_mode_(ahb),Mycetophyllia.reesi,brooder
reproductive_mode_(ahb),Oculina.arbuscula,spawner
reproductive_mode_(ahb),Oculina.diffusa,spawner
reproductive_mode_(ahb),Oculina.patagonica,spawner
reproductive_mode_(ahb),Oculina.profunda,spawner
reproductive_mode_(ahb),Oculina.robusta,spawner
reproductive_mode_(ahb),Oculina.tenella,spawner
reproductive_mode_(ahb),Oculina.valenciennesi,spawner
reproductive_mode_(ahb),Oculina.varicosa,spawner
reproductive_mode_(ahb),Oculina.virgosa,spawner
reproductive_mode_(ahb),Oulastrea.crispata,spawner
reproductive_mode_(ahb),Oulophyllia.bennettae,spawner
reproductive_mode_(ahb),Oulophyllia.crispa,spawner
reproductive_mode_(ahb),Oulophyllia.levis,spawner
reproductive_mode_(ahb),Oxypora.convoluta,spawner
reproductive_mode_(ahb),Oxypora.crassispinosa,spawner
reproductive_mode_(ahb),Oxypora.egyptensis,spawner
reproductive_mode_(ahb),Oxypora.glabra,spawner
reproductive_mode_(ahb),Oxypora.lacera,spawner
reproductive_mode_(ahb),Pachyseris.foliosa,spawner
reproductive_mode_(ahb),Pachyseris.gemmae,spawner
reproductive_mode_(ahb),Pachyseris.involuta,spawner
reproductive_mode_(ahb),Pachyseris.rugosa,spawner
reproductive_mode_(ahb),Pachyseris.speciosa,spawner
reproductive_mode_(ahb),Palauastrea.ramosa,spawner
reproductive_mode_(ahb),Paraclavarina.triangularis,spawner
reproductive_mode_(ahb),Paracyathus.stearnsii,spawner
reproductive_mode_(ahb),Parasimplastrea.sheppardi,spawner
reproductive_mode_(ahb),Parasimplastrea.simplicitexta,spawner
reproductive_mode_(ahb),Pavona.bipartita,spawner
reproductive_mode_(ahb),Pavona.cactus,spawner
reproductive_mode_(ahb),Pavona.chiriquiensis,spawner
reproductive_mode_(ahb),Pavona.clavus,spawner
reproductive_mode_(ahb),Pavona.danai,spawner
reproductive_mode_(ahb),Pavona.decussata,spawner
reproductive_mode_(ahb),Pavona.diffluens,spawner
reproductive_mode_(ahb),Pavona.divaricata,spawner
reproductive_mode_(ahb),Pavona.duerdeni,spawner
reproductive_mode_(ahb),Pavona.explanulata,spawner
reproductive_mode_(ahb),Pavona.frondifera,spawner
reproductive_mode_(ahb),Pavona.gigantea,spawner
reproductive_mode_(ahb),Pavona.lata,spawner
reproductive_mode_(ahb),Pavona.maldivensis,spawner
reproductive_mode_(ahb),Pavona.minuta,spawner
reproductive_mode_(ahb),Pavona.varians,spawner
reproductive_mode_(ahb),Pavona.venosa,spawner
reproductive_mode_(ahb),Pavona.xarifae,spawner
reproductive_mode_(ahb),Pectinia.africanus,spawner
reproductive_mode_(ahb),Pectinia.alcicornis,spawner
reproductive_mode_(ahb),Pectinia.ayleni,spawner
reproductive_mode_(ahb),Pectinia.crassa,spawner
reproductive_mode_(ahb),Pectinia.elongata,spawner
reproductive_mode_(ahb),Pectinia.lactuca,spawner
reproductive_mode_(ahb),Pectinia.maxima,spawner
reproductive_mode_(ahb),Pectinia.paeonia,spawner
reproductive_mode_(ahb),Pectinia.pygmaeus,spawner
reproductive_mode_(ahb),Pectinia.teres,spawner
reproductive_mode_(ahb),Physogyra.exerta,spawner
reproductive_mode_(ahb),Physogyra.lichtensteini,spawner
reproductive_mode_(ahb),Platygyra.acuta,spawner
reproductive_mode_(ahb),Platygyra.carnosus,spawner
reproductive_mode_(ahb),Platygyra.contorta,spawner
reproductive_mode_(ahb),Platygyra.crosslandi,spawner
reproductive_mode_(ahb),Platygyra.daedalea,spawner
reproductive_mode_(ahb),Platygyra.lamellina,spawner
reproductive_mode_(ahb),Platygyra.pini,spawner
reproductive_mode_(ahb),Platygyra.ryukyuensis,spawner
reproductive_mode_(ahb),Platygyra.sinensis,spawner
reproductive_mode_(ahb),Platygyra.verweyi,spawner
reproductive_mode_(ahb),Platygyra.yaeyamaensis,spawner
reproductive_mode_(ahb),Plerogyra.cauliformis,spawner
reproductive_mode_(ahb),Plerogyra.diabolotus,spawner
reproductive_mode_(ahb),Plerogyra.discus,spawner
reproductive_mode_(ahb),Plerogyra.eurysepta,spawner
reproductive_mode_(ahb),Plerogyra.multilobata,spawner
reproductive_mode_(ahb),Plerogyra.simplex,spawner
reproductive_mode_(ahb),Plerogyra.sinuosa,spawner
reproductive_mode_(ahb),Plerogyra.turbida,spawner
reproductive_mode_(ahb),Plesiastrea.devantieri,spawner
reproductive_mode_(ahb),Plesiastrea.versipora,spawner
reproductive_mode_(ahb),Pocillopora.ankeli,spawner
reproductive_mode_(ahb),Pocillopora.capitata,spawner
reproductive_mode_(ahb),Pocillopora.damicornis,brooder
reproductive_mode_(ahb),Pocillopora.danae,spawner
reproductive_mode_(ahb),Pocillopora.effusus,spawner
reproductive_mode_(ahb),Pocillopora.elegans,spawner
reproductive_mode_(ahb),Pocillopora.eydouxi,spawner
reproductive_mode_(ahb),Pocillopora.fungiformis,spawner
reproductive_mode_(ahb),Pocillopora.indiania,spawner
reproductive_mode_(ahb),Pocillopora.inflata,spawner
reproductive_mode_(ahb),Pocillopora.kelleheri,spawner
reproductive_mode_(ahb),Pocillopora.ligulata,spawner
reproductive_mode_(ahb),Pocillopora.meandrina,spawner
reproductive_mode_(ahb),Pocillopora.molokensis,spawner
reproductive_mode_(ahb),Pocillopora.setichelli,spawner
reproductive_mode_(ahb),Pocillopora.verrucosa,spawner
reproductive_mode_(ahb),Pocillopora.woodjonesi,spawner
reproductive_mode_(ahb),Pocillopora.zelli,spawner
reproductive_mode_(ahb),Podabacia.crustacea,spawner
reproductive_mode_(ahb),Podabacia.lankaensis,spawner
reproductive_mode_(ahb),Podabacia.motuporensis,spawner
reproductive_mode_(ahb),Podabacia.sinai,spawner
reproductive_mode_(ahb),Polyphyllia.novaehiberniae,spawner
reproductive_mode_(ahb),Polyphyllia.talpina,spawner
reproductive_mode_(ahb),Porites.annae,spawner
reproductive_mode_(ahb),Porites.astreoides,brooder
reproductive_mode_(ahb),Porites.australiensis,spawner
reproductive_mode_(ahb),Porites.branneri,brooder
reproductive_mode_(ahb),Porites.brighami,brooder
reproductive_mode_(ahb),Porites.compressa,spawner
reproductive_mode_(ahb),Porites.cylindrica,spawner
reproductive_mode_(ahb),Porites.evermanni,spawner
reproductive_mode_(ahb),Porites.furcata,brooder
reproductive_mode_(ahb),Porites.hawaiiensis,brooder
reproductive_mode_(ahb),Porites.horizontalata,spawner
reproductive_mode_(ahb),Porites.lobata,spawner
reproductive_mode_(ahb),Porites.lutea,spawner
reproductive_mode_(ahb),Porites.murrayensis,brooder
reproductive_mode_(ahb),Porites.panamensis,brooder
reproductive_mode_(ahb),Porites.porites,brooder
reproductive_mode_(ahb),Porites.rus,spawner
reproductive_mode_(ahb),Porites.sillimaniana,brooder
reproductive_mode_(ahb),Porites.solida,spawner
reproductive_mode_(ahb),Porites.stephensoni,brooder
reproductive_mode_(ahb),Psammocora.albopicta,spawner
reproductive_mode_(ahb),Psammocora.contigua,spawner
reproductive_mode_(ahb),Psammocora.decussata,spawner
reproductive_mode_(ahb),Psammocora.digitata,spawner
reproductive_mode_(ahb),Psammocora.explanulata,spawner
reproductive_mode_(ahb),Psammocora.haimeana,spawner
reproductive_mode_(ahb),Psammocora.interstinctus,spawner
reproductive_mode_(ahb),Psammocora.nierstraszi,spawner
reproductive_mode_(ahb),Psammocora.obtusangula,spawner
reproductive_mode_(ahb),Psammocora.profundacella,spawner
reproductive_mode_(ahb),Psammocora.ramosa,spawner
reproductive_mode_(ahb),Psammocora.stellata,spawner
reproductive_mode_(ahb),Psammocora.superficialis,spawner
reproductive_mode_(ahb),Psammocora.vaughani,spawner
reproductive_mode_(ahb),Psammocora.verrilli,spawner
reproductive_mode_(ahb),Pseudosiderastrea.tayami,spawner
