Scientific Name,Matched Scientific Name,Revised.CTDB.name,Species - matched,Latitude - original,Longitude - original,Coordinate Uncertainty in Metres - parsed,Year - parsed,wave power,marspec_var,marspec_SST,MODIS_SST,turbidity,,,
"Oxypora lacera (Verrill, 1864)",Oxypora lacera,Oxypora lacera,Oxypora lacera,-9.89,144.17,15000,1979,0.025527,1.1607,26.51,26.804718,0.0851733,,,
"Pavona venosa (Ehrenberg, 1834)",Pavona venosa,Pavona venosa,Pavona venosa,-9.89,144.17,15000,1979,0.025527,1.1607,26.51,26.804718,0.0851733,,,
"Plerogyra sinuosa (Dana, 1846)",Plerogyra sinuosa,Plerogyra sinuosa,Plerogyra sinuosa,-9.89,144.17,15000,1979,0.025527,1.1607,26.51,26.804718,0.0851733,,,
"Symphyllia radians Edwards & Haime, 1849",Symphyllia radians,Symphyllia radians,Symphyllia radians,-9.89,144.17,15000,1979,0.025527,1.1607,26.51,26.804718,0.0851733,,,
"Symphyllia cf. valenciennesii Edwards & Haime, 1849",,Symphyllia valenciennesii,,-9.89,144.17,15000,1979,0.025527,1.1607,26.51,26.804718,0.0851733,,,
"Oulophyllia crispa (Lamarck, 1816)",Oulophyllia crispa,Oulophyllia crispa,Oulophyllia crispa,-9.882,144.202,8000,1976,0.025527,1.1676999,26.519999,26.696424,0.0851733,,,
"Herpolitha limax (Houttuyn, 1772)",Herpolitha limax,Herpolitha limax,Herpolitha limax,-9.879,142.99,2000,1979,0.301598,1.9668,27.25,27.635399,0.18463916,,,
"Leptoseris hawaiiensis Vaughan, 1907",Leptoseris hawaiiensis,Leptoseris hawaiiensis,Leptoseris hawaiiensis,-9.879,142.99,2000,1979,0.301598,1.9668,27.25,27.635399,0.18463916,,,
"Lobophyllia hataii Yabe, Sugiyama & Eguchi, 1936",Lobophyllia hataii,Lobophyllia hataii,Lobophyllia hataii,-9.879,142.99,2000,1979,0.301598,1.9668,27.25,27.635399,0.18463916,,,
Lobophyllia hemprichii,Lobophyllia hemprichii,Lobophyllia hemprichii,Lobophyllia hemprichii,-9.879,142.99,2000,1979,0.301598,1.9668,27.25,27.635399,0.18463916,,,
"Oxypora lacera (Verrill, 1864)",Oxypora lacera,Oxypora lacera,Oxypora lacera,-9.879,142.99,2000,1979,0.301598,1.9668,27.25,27.635399,0.18463916,,,
"Pachyseris speciosa (Dana, 1846)",Pachyseris speciosa,Pachyseris speciosa,Pachyseris speciosa,-9.879,142.99,2000,1979,0.301598,1.9668,27.25,27.635399,0.18463916,,,
"Pavona varians Verrill, 1864",Pavona varians,Pavona varians,Pavona varians,-9.879,142.99,2000,1979,0.301598,1.9668,27.25,27.635399,0.18463916,,,
"Scolymia cf. vitiensis Bruggemann, 1877",Scolymia,Scolymia,,-9.879,142.99,2000,1979,0.301598,1.9668,27.25,27.635399,0.18463916,,,
"Symphyllia cf. valenciennesii Edwards & Haime, 1849",,Symphyllia valenciennesii,,-9.879,142.99,2000,1979,0.301598,1.9668,27.25,27.635399,0.18463916,,,
"Alveopora spongiosa Dana, 1846",Alveopora spongiosa,Alveopora spongiosa,Alveopora spongiosa,-9.868,144.16,20000,1981,0.025527,1.1125,26.529999,26.804718,0.07802746,,,
"Coeloseris mayeri Vaughan, 1918",Coeloseris mayeri,Coeloseris mayeri,Coeloseris mayeri,-9.868,144.16,20000,1979,0.025527,1.1125,26.529999,26.804718,0.07802746,,,
"Cynarina lacrymalis (Edwards & Haime, 1848)",Cynarina lacrymalis,Cynarina lacrymalis,Cynarina lacrymalis,-9.868,144.16,20000,1979,0.025527,1.1125,26.529999,26.804718,0.07802746,,,
"Echinopora horrida Dana, 1846",Echinopora horrida,Echinopora horrida,Echinopora horrida,-9.868,144.16,20000,1976,0.025527,1.1125,26.529999,26.804718,0.07802746,,,
"Favia stelligera (Dana, 1846)",Favia stelligera,Goniastrea stelligera,Favia stelligera,-9.868,144.16,20000,1976,0.025527,1.1125,26.529999,26.804718,0.07802746,,,
"Fungia (Danafungia) horrida Dana, 1846",Fungia (Danafungia) horrida,Danafungia horrida,Fungia (Danafungia) horrida,-9.868,144.16,20000,1979,0.025527,1.1125,26.529999,26.804718,0.07802746,,,
"Fungia (Pleuractis) scutaria Lamarck, 1801",Fungia (Lobactis) scutaria,Lobactis scutaria,Fungia (Lobactis) scutaria,-9.868,144.16,20000,1979,0.025527,1.1125,26.529999,26.804718,0.07802746,,,
"Fungia (Pleuractis) paumotensis Stutchbury, 1833",Fungia (Pleuractis) paumotensis,Pleuractis paumotensis,Fungia (Pleuractis) paumotensis,-9.868,144.16,20000,1979,0.025527,1.1125,26.529999,26.804718,0.07802746,,,
"Gardineroseris planulata (Dana, 1846)",Gardineroseris planulata,Gardineroseris planulata,Gardineroseris planulata,-9.868,144.16,20000,1979,0.025527,1.1125,26.529999,26.804718,0.07802746,,,
"Goniastrea pectinata (Ehrenberg, 1834)",Goniastrea pectinata,Goniastrea pectinata,Goniastrea pectinata,-9.868,144.16,20000,1976,0.025527,1.1125,26.529999,26.804718,0.07802746,,,
"Halomitra pileus (Linnaeus, 1758)",Halomitra pileus,Halomitra pileus,Halomitra pileus,-9.868,144.16,20000,1979,0.025527,1.1125,26.529999,26.804718,0.07802746,,,
"Hydnophora rigida (Dana, 1846)",Hydnophora rigida,Hydnophora rigida,Hydnophora rigida,-9.868,144.16,20000,1976,0.025527,1.1125,26.529999,26.804718,0.07802746,,,
"Leptastrea purpurea (Dana, 1846)",Leptastrea purpurea,Leptastrea purpurea,Leptastrea purpurea,-9.868,144.16,20000,1976,0.025527,1.1125,26.529999,26.804718,0.07802746,,,
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,Leptoseris mycetoseroides,-9.868,144.16,20000,1979,0.025527,1.1125,26.529999,26.804718,0.07802746,,,
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,Leptoseris yabei,-9.868,144.16,20000,1979,0.025527,1.1125,26.529999,26.804718,0.07802746,,,
"Podabacia crustacea (Pallas, 1766)",Podabacia crustacea,Podabacia crustacea,Podabacia crustacea,-9.868,144.16,20000,1979,0.025527,1.1125,26.529999,26.804718,0.07802746,,,
"Psammocora contigua (Esper, 1797)",Psammocora contigua,Psammocora contigua,Psammocora contigua,-9.868,144.16,20000,1975,0.025527,1.1125,26.529999,26.804718,0.07802746,,,
"Sandalolitha robusta (Quelch, 1886)",Sandalolitha robusta,Sandalolitha robusta,Sandalolitha robusta,-9.868,144.16,20000,1979,0.025527,1.1125,26.529999,26.804718,0.07802746,,,
"Seriatopora hystrix Dana, 1846",Seriatopora hystrix,Seriatopora hystrix,Seriatopora hystrix,-9.868,144.16,20000,1975,0.025527,1.1125,26.529999,26.804718,0.07802746,,,
"Symphyllia cf. recta (Dana, 1846)",,Symphyllia recta,,-9.868,144.16,20000,1979,0.025527,1.1125,26.529999,26.804718,0.07802746,,,
"Acropora (Acropora) aculeus (Dana, 1846)",Acropora (Acropora) aculeus,Acropora aculeus,Acropora (Acropora) aculeus,-9.867,143.167,500,1983,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Acropora (Acropora) austera (Dana, 1846)",Acropora (Acropora) austera,Acropora austera,Acropora (Acropora) austera,-9.867,143.167,500,1983,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Acropora (Acropora) divaricata (Dana, 1846)",Acropora (Acropora) divaricata,Acropora divaricata,Acropora (Acropora) divaricata,-9.867,143.167,500,1983,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
Acropora (Acropora) donei,Acropora (Acropora) donei,Acropora donei,Acropora (Acropora) donei,-9.867,143.167,500,1983,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,Acropora (Acropora) grandis,-9.867,143.167,500,1983,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Acropora (Acropora) horrida (Dana, 1846)",Acropora (Acropora) horrida,Acropora horrida,Acropora (Acropora) horrida,-9.867,143.167,500,1983,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,Acropora (Acropora) humilis,-9.867,143.167,500,1983,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Acropora (Acropora) latistella (Brook, 1892)",Acropora (Acropora) latistella,Acropora latistella,Acropora (Acropora) latistella,-9.867,143.167,500,1983,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Acropora (Acropora) loripes (Brook, 1892)",Acropora (Acropora) loripes,Acropora loripes,Acropora (Acropora) loripes,-9.867,143.167,500,1983,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Acropora (Acropora) microclados (Ehrenberg, 1834)",Acropora (Acropora) microclados,Acropora microclados,Acropora (Acropora) microclados,-9.867,143.167,500,1983,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Acropora (Acropora) microphthalma (Verrill, 1869)",Acropora (Acropora) microphthalma,Acropora microphthalma,Acropora (Acropora) microphthalma,-9.867,143.167,500,1983,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora (Acropora) millepora,Acropora millepora,Acropora (Acropora) millepora,-9.867,143.167,500,1983,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Acropora (Acropora) nasuta (Dana, 1846)",Acropora (Acropora) nasuta,Acropora nasuta,Acropora (Acropora) nasuta,-9.867,143.167,500,1983,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Acropora (Acropora) paniculata Verrill, 1902",Acropora (Acropora) paniculata,Acropora paniculata,Acropora (Acropora) paniculata,-9.867,143.167,500,1983,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Acropora (Acropora) robusta (Dana, 1846)",Acropora (Acropora) robusta,Acropora robusta,Acropora (Acropora) robusta,-9.867,143.167,500,1983,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Acropora (Acropora) secale (Studer, 1878)",Acropora (Acropora) secale,Acropora secale,Acropora (Acropora) secale,-9.867,143.167,500,1983,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Acropora (Acropora) selago (Studer, 1878)",Acropora (Acropora) selago,Acropora selago,Acropora (Acropora) selago,-9.867,143.167,500,1983,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Acropora (Acropora) subulata (Dana, 1846)",Acropora (Acropora) subulata,Acropora subulata,Acropora (Acropora) subulata,-9.867,143.167,500,1983,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Acropora (Acropora) tenuis (Dana, 1846)",Acropora (Acropora) tenuis,Acropora tenuis,Acropora (Acropora) tenuis,-9.867,143.167,500,1983,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Acropora (Acropora) valenciennesi (Edwards & Haime, 1860)",Acropora (Acropora) valenciennesi,Acropora valenciennesi,Acropora (Acropora) valenciennesi,-9.867,143.167,500,1983,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Acropora (Acropora) valida (Dana, 1846)",Acropora (Acropora) valida,Acropora valida,Acropora (Acropora) valida,-9.867,143.167,500,1983,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Acropora (Acropora) vaughani Wells, 1954",Acropora (Acropora) vaughani,Acropora vaughani,Acropora (Acropora) vaughani,-9.867,143.167,500,1983,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Acropora (Acropora) formosa (Dana, 1846)",Acropora formosa,Acropora muricata,,-9.867,143.167,500,1983,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Acropora (Acropora) nobilis (Dana, 1846)",Acropora nobilis,Acropora intermedia,,-9.867,143.167,500,1983,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Alveopora spongiosa Dana, 1846",Alveopora spongiosa,Alveopora spongiosa,Alveopora spongiosa,-9.867,143.167,500,1981,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Goniopora djiboutiensis Vaughan, 1907",Goniopora djiboutiensis,Goniopora djiboutiensis,Goniopora djiboutiensis,-9.867,143.167,500,1981,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Goniopora fruticosa Saville-Kent, 1893",Goniopora fruticosa,Goniopora fruticosa,Goniopora fruticosa,-9.867,143.167,500,1981,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Goniopora columna Dana, 1846",Goniopora lobata,Goniopora lobata,Goniopora lobata,-9.867,143.167,500,1981,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Goniopora lobata Edwards & Haime, 1860",Goniopora lobata,Goniopora lobata,Goniopora lobata,-9.867,143.167,500,1981,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Goniopora minor Crossland, 1952",Goniopora minor,Goniopora minor,Goniopora minor,-9.867,143.167,500,1981,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Montipora monasteriata (Forsk´è_l, 1775)",Montipora,Montipora,,-9.867,143.167,500,1983,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Montipora danae Edwards & Haime, 1851",Montipora danae,Montipora danae,Montipora danae,-9.867,143.167,500,1983,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Montipora foliosa (Pallas, 1766)",Montipora foliosa,Montipora foliosa,Montipora foliosa,-9.867,143.167,500,1983,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Montipora grisea Bernard, 1897",Montipora grisea,Montipora grisea,Montipora grisea,-9.867,143.167,500,1983,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Montipora hispida (Dana, 1846)",Montipora hispida,Montipora hispida,Montipora hispida,-9.867,143.167,500,1983,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Montipora spumosa (Lamarck, 1816)",Montipora spumosa,Montipora spumosa,Montipora spumosa,-9.867,143.167,500,1983,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Montipora stellata Bernard, 1897",Montipora stellata,Montipora stellata,Montipora stellata,-9.867,143.167,500,1983,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Montipora undata Bernard, 1897",Montipora undata,Montipora undata,Montipora undata,-9.867,143.167,500,1983,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Montipora verrucosa (Lamarck, 1816)",Montipora verrucosa,Montipora verrucosa,Montipora verrucosa,-9.867,143.167,500,1983,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Porites (Porites) lichen Dana, 1846",Porites (Porites) lichen,Porites lichen,Porites (Porites) lichen,-9.867,143.167,500,1981,0.298591,1.8960999,27.26,27.619263,0.08475775,,,
"Acanthastrea echinata (Dana, 1846)",Acanthastrea echinata,Acanthastrea echinata,Acanthastrea echinata,-9.8,143.02,2000,1979,0.277624,1.759,26.93,27.727795,0.11430453,,,
"Goniopora stutchburyi Wells, 1955",Goniopora stutchburyi,Bernardpora stutchburyi,Goniopora stutchburyi,-9.8,143.02,2000,1981,0.277624,1.759,26.93,27.727795,0.11430453,,,
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,Leptoseris mycetoseroides,-9.8,143.02,2000,1979,0.277624,1.759,26.93,27.727795,0.11430453,,,
"Oxypora lacera (Verrill, 1864)",Oxypora lacera,Oxypora lacera,Oxypora lacera,-9.8,143.02,2000,1979,0.277624,1.759,26.93,27.727795,0.11430453,,,
"Pavona varians Verrill, 1864",Pavona varians,Pavona varians,Pavona varians,-9.8,143.02,2000,1979,0.277624,1.759,26.93,27.727795,0.11430453,,,
"Plerogyra sinuosa (Dana, 1846)",Plerogyra sinuosa,Plerogyra sinuosa,Plerogyra sinuosa,-9.8,143.02,2000,1979,0.277624,1.759,26.93,27.727795,0.11430453,,,
"Podabacia crustacea (Pallas, 1766)",Podabacia crustacea,Podabacia crustacea,Podabacia crustacea,-9.8,143.02,2000,1979,0.277624,1.759,26.93,27.727795,0.11430453,,,
"Scapophyllia cylindrica (Edwards & Haime, 1848)",Scapophyllia cylindrica,Scapophyllia cylindrica,Scapophyllia cylindrica,-9.8,143.02,2000,1979,0.277624,1.759,26.93,27.727795,0.11430453,,,
"Turbinaria bifrons Bruggemann, 1877",Turbinaria bifrons,Turbinaria bifrons,Turbinaria bifrons,-9.8,143.02,2000,1979,0.277624,1.759,26.93,27.727795,0.11430453,,,
"Turbinaria heronensis Wells, 1958",Turbinaria heronensis,Turbinaria heronensis,Turbinaria heronensis,-9.8,143.02,2000,1979,0.277624,1.759,26.93,27.727795,0.11430453,,,
"Turbinaria mesenterina (Lamarck, 1816)",Turbinaria mesenterina,Turbinaria mesenterina,Turbinaria mesenterina,-9.8,143.02,2000,1979,0.277624,1.759,26.93,27.727795,0.11430453,,,
"Turbinaria peltata (Esper, 1794)",Turbinaria peltata,Duncanopsammia peltata,Turbinaria peltata,-9.8,143.02,2000,1979,0.277624,1.759,26.93,27.727795,0.11430453,,,
"Acropora (Acropora) acuminata (Verrill, 1864)",Acropora (Acropora) acuminata,Acropora acuminata,Acropora (Acropora) acuminata,-9.775,143.86,1500,1983,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Acropora (Acropora) austera (Dana, 1846)",Acropora (Acropora) austera,Acropora austera,Acropora (Acropora) austera,-9.775,143.86,1500,1983,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Acropora (Acropora) cytherea (Dana, 1846)",Acropora (Acropora) cytherea,Acropora cytherea,Acropora (Acropora) cytherea,-9.775,143.86,1500,1983,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Acropora (Acropora) digitifera (Dana, 1846)",Acropora (Acropora) digitifera,Acropora digitifera,Acropora (Acropora) digitifera,-9.775,143.86,1500,1983,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Acropora (Acropora) divaricata (Dana, 1846)",Acropora (Acropora) divaricata,Acropora divaricata,Acropora (Acropora) divaricata,-9.775,143.86,1500,1983,0.061519,1.4502,26.98,27.2731,0.11162425,,,
Acropora (Acropora) donei,Acropora (Acropora) donei,Acropora donei,Acropora (Acropora) donei,-9.775,143.86,1500,1983,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,Acropora (Acropora) grandis,-9.775,143.86,1500,1983,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Acropora (Acropora) horrida (Dana, 1846)",Acropora (Acropora) horrida,Acropora horrida,Acropora (Acropora) horrida,-9.775,143.86,1500,1983,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,Acropora (Acropora) humilis,-9.775,143.86,1500,1983,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Acropora (Acropora) hyacinthus (Dana, 1846)",Acropora (Acropora) hyacinthus,Acropora hyacinthus,Acropora (Acropora) hyacinthus,-9.775,143.86,1500,1983,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Acropora (Acropora) latistella (Brook, 1892)",Acropora (Acropora) latistella,Acropora latistella,Acropora (Acropora) latistella,-9.775,143.86,1500,1983,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Acropora (Acropora) loripes (Brook, 1892)",Acropora (Acropora) loripes,Acropora loripes,Acropora (Acropora) loripes,-9.775,143.86,1500,1983,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Acropora (Acropora) microphthalma (Verrill, 1869)",Acropora (Acropora) microphthalma,Acropora microphthalma,Acropora (Acropora) microphthalma,-9.775,143.86,1500,1983,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora (Acropora) millepora,Acropora millepora,Acropora (Acropora) millepora,-9.775,143.86,1500,1983,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Acropora (Acropora) nasuta (Dana, 1846)",Acropora (Acropora) nasuta,Acropora nasuta,Acropora (Acropora) nasuta,-9.775,143.86,1500,1983,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Acropora (Acropora) robusta (Dana, 1846)",Acropora (Acropora) robusta,Acropora robusta,Acropora (Acropora) robusta,-9.775,143.86,1500,1983,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora (Acropora) sarmentosa,Acropora sarmentosa,Acropora (Acropora) sarmentosa,-9.775,143.86,1500,1983,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Acropora (Acropora) selago (Studer, 1878)",Acropora (Acropora) selago,Acropora selago,Acropora (Acropora) selago,-9.775,143.86,1500,1983,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Acropora (Acropora) subulata (Dana, 1846)",Acropora (Acropora) subulata,Acropora subulata,Acropora (Acropora) subulata,-9.775,143.86,1500,1983,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Acropora (Acropora) tenuis (Dana, 1846)",Acropora (Acropora) tenuis,Acropora tenuis,Acropora (Acropora) tenuis,-9.775,143.86,1500,1983,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Acropora (Acropora) tortuosa (Dana, 1846)",Acropora (Acropora) tortuosa,Acropora tortuosa,Acropora (Acropora) tortuosa,-9.775,143.86,1500,1983,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Acropora (Acropora) valenciennesi (Edwards & Haime, 1860)",Acropora (Acropora) valenciennesi,Acropora valenciennesi,Acropora (Acropora) valenciennesi,-9.775,143.86,1500,1983,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Acropora (Acropora) vaughani Wells, 1954",Acropora (Acropora) vaughani,Acropora vaughani,Acropora (Acropora) vaughani,-9.775,143.86,1500,1983,0.061519,1.4502,26.98,27.2731,0.11162425,,,
Acropora (Acropora) verweyi,Acropora (Acropora) verweyi,Acropora verweyi,Acropora (Acropora) verweyi,-9.775,143.86,1500,1983,0.061519,1.4502,26.98,27.2731,0.11162425,,,
Acropora (Acropora) yongei,Acropora (Acropora) yongei,Acropora yongei,Acropora (Acropora) yongei,-9.775,143.86,1500,1983,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Acropora (Acropora) formosa (Dana, 1846)",Acropora formosa,Acropora muricata,,-9.775,143.86,1500,1983,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Acropora (Acropora) nobilis (Dana, 1846)",Acropora nobilis,Acropora intermedia,,-9.775,143.86,1500,1983,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Goniopora fruticosa Saville-Kent, 1893",Goniopora fruticosa,Goniopora fruticosa,Goniopora fruticosa,-9.775,143.86,1500,1981,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Goniopora minor Crossland, 1952",Goniopora minor,Goniopora minor,Goniopora minor,-9.775,143.86,1500,1981,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Goniopora somaliensis Vaughan, 1907",Goniopora somaliensis,Goniopora somaliensis,Goniopora somaliensis,-9.775,143.86,1500,1981,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Montipora aequituberculata Bernard, 1897",Montipora aequituberculata,Montipora aequituberculata,Montipora aequituberculata,-9.775,143.86,1500,1983,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Montipora caliculata (Dana, 1846)",Montipora caliculata,Montipora caliculata,Montipora caliculata,-9.775,143.86,1500,1983,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Montipora danae Edwards & Haime, 1851",Montipora danae,Montipora danae,Montipora danae,-9.775,143.86,1500,1983,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Montipora hispida (Dana, 1846)",Montipora hispida,Montipora hispida,Montipora hispida,-9.775,143.86,1500,1983,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Montipora stellata Bernard, 1897",Montipora stellata,Montipora stellata,Montipora stellata,-9.775,143.86,1500,1983,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Montipora verrucosa (Lamarck, 1816)",Montipora verrucosa,Montipora verrucosa,Montipora verrucosa,-9.775,143.86,1500,1983,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Porites (Porites) lichen Dana, 1846",Porites (Porites) lichen,Porites lichen,Porites (Porites) lichen,-9.775,143.86,1500,1981,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Porites (Porites) nigrescens Dana, 1848",Porites (Porites) nigrescens,Porites nigrescens,Porites (Porites) nigrescens,-9.775,143.86,1500,1981,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Turbinaria frondens (Dana, 1846)",Turbinaria frondens,Turbinaria frondens,Turbinaria frondens,-9.775,143.86,1500,1979,0.061519,1.4502,26.98,27.2731,0.11162425,,,
"Turbinaria heronensis Wells, 1958",Turbinaria heronensis,Turbinaria heronensis,Turbinaria heronensis,-9.775,143.86,1500,1979,0.061519,1.4502,26.98,27.2731,0.11162425,,,
Acropora (Acropora) donei,Acropora (Acropora) donei,Acropora donei,Acropora (Acropora) donei,-9.77,143.898,1000,1983,0.061519,1.4772999,26.99,27.2731,0.10283766,,,
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,Acropora (Acropora) grandis,-9.77,143.898,1000,1983,0.061519,1.4772999,26.99,27.2731,0.10283766,,,
"Acropora (Acropora) latistella (Brook, 1892)",Acropora (Acropora) latistella,Acropora latistella,Acropora (Acropora) latistella,-9.77,143.898,1000,1983,0.061519,1.4772999,26.99,27.2731,0.10283766,,,
"Acropora (Acropora) loripes (Brook, 1892)",Acropora (Acropora) loripes,Acropora loripes,Acropora (Acropora) loripes,-9.77,143.898,1000,1983,0.061519,1.4772999,26.99,27.2731,0.10283766,,,
"Acropora (Acropora) nasuta (Dana, 1846)",Acropora (Acropora) nasuta,Acropora nasuta,Acropora (Acropora) nasuta,-9.77,143.898,1000,1983,0.061519,1.4772999,26.99,27.2731,0.10283766,,,
"Acropora (Acropora) valenciennesi (Edwards & Haime, 1860)",Acropora (Acropora) valenciennesi,Acropora valenciennesi,Acropora (Acropora) valenciennesi,-9.77,143.898,1000,1983,0.061519,1.4772999,26.99,27.2731,0.10283766,,,
"Acropora (Acropora) formosa (Dana, 1846)",Acropora formosa,Acropora muricata,,-9.77,143.898,1000,1983,0.061519,1.4772999,26.99,27.2731,0.10283766,,,
"Montipora incrassata (Dana, 1846)",Montipora incrassata,Montipora incrassata,Montipora incrassata,-9.77,143.898,1000,1983,0.061519,1.4772999,26.99,27.2731,0.10283766,,,
"Montipora spumosa (Lamarck, 1816)",Montipora spumosa,Montipora spumosa,Montipora spumosa,-9.77,143.898,1000,1983,0.061519,1.4772999,26.99,27.2731,0.10283766,,,
"Montipora tuberculosa (Lamarck, 1816)",Montipora tuberculosa,Montipora tuberculosa,Montipora tuberculosa,-9.77,143.898,1000,1983,0.061519,1.4772999,26.99,27.2731,0.10283766,,,
"Montipora turgescens Bernard, 1897",Montipora turgescens,Montipora turgescens,Montipora turgescens,-9.77,143.898,1000,1983,0.061519,1.4772999,26.99,27.2731,0.10283766,,,
"Porites (Porites) densa Vaughan, 1918",Porites (Porites) densa,Porites densa,Porites (Porites) densa,-9.77,143.898,1000,1981,0.061519,1.4772999,26.99,27.2731,0.10283766,,,
"Porites (Porites) lichen Dana, 1846",Porites (Porites) lichen,Porites lichen,Porites (Porites) lichen,-9.77,143.898,1000,1981,0.061519,1.4772999,26.99,27.2731,0.10283766,,,
"Porites (Porites) murrayensis Vaughan, 1918",Porites (Porites) murrayensis,Porites murrayensis,Porites (Porites) murrayensis,-9.77,143.898,1000,1981,0.061519,1.4772999,26.99,27.2731,0.10283766,,,
"Turbinaria frondens (Dana, 1846)",Turbinaria frondens,Turbinaria frondens,Turbinaria frondens,-9.761,143.4,1000,1979,0.068572,1.8158,27.269999,27.579578,0.07994187,,,
