,species,site,present,Latitude,Longitude,stdev,SST_p50,Chl_50p,skewnes,TSM_50P,PAR_50P,abundance_world,depth_lower,depth_range,found_off_reef,growth_form,range_size_veron_.pixels.,reproductive_mode_.ahb.,sexual_system,substrate_attachment,water_clarity_preference,wave_exposure_preference,zooxanthellae_in_propagules_.ahb.
58552,Porites.stephensoni,5,0,-10.2,142.81,1.916880012,27.60000038,3.489821672,-0.113797992,2.420354366,43.47388077,uncommon,5,5,FALSE,massive,5113,brooder,NA,attached,clear,protected,yes
62419,Stylophora.pistillata,5,1,-10.2,142.81,1.916880012,27.60000038,3.489821672,-0.113797992,2.420354366,43.47388077,common,65,64,FALSE,branching,6767,brooder,hermaphrodite,attached,clear,exposed,yes
64432,Turbinaria.mesenterina,5,0,-10.2,142.81,1.916880012,27.60000038,3.489821672,-0.113797992,2.420354366,43.47388077,common,20,17,FALSE,foliaceous,6975,spawner,gonochorous,attached,turbid,protected,no
64969,Turbinaria.radicalis,5,0,-10.2,142.81,1.916880012,27.60000038,3.489821672,-0.113797992,2.420354366,43.47388077,rare,25,23,FALSE,encrusting,2328,spawner,NA,attached,clear,broad,no
3428,Acropora.cuneata,193,0,-10.067,143.167,1.903044462,27.44812584,1.506880641,-0.027353745,2.574997425,43.78292084,common,15,15,FALSE,laminar,5434,brooder,hermaphrodite,attached,clear,exposed,no
5410,Acropora.gemmifera,193,0,-10.067,143.167,1.903044462,27.44812584,1.506880641,-0.027353745,2.574997425,43.78292084,common,15,14,FALSE,digitate,4928,spawner,hermaphrodite,attached,clear,broad,no
5745,Acropora.glauca,193,0,-10.067,143.167,1.903044462,27.44812584,1.506880641,-0.027353745,2.574997425,43.78292084,rare,20,15,TRUE,corymbose,2012,spawner,hermaphrodite,attached,both,protected,no
6399,Acropora.humilis,193,0,-10.067,143.167,1.903044462,27.44812584,1.506880641,-0.027353745,2.574997425,43.78292084,common,11,11,FALSE,digitate,6545,spawner,hermaphrodite,attached,clear,exposed,no
6674,Acropora.hyacinthus,193,0,-10.067,143.167,1.903044462,27.44812584,1.506880641,-0.027353745,2.574997425,43.78292084,common,20,15,FALSE,tabular,7903,spawner,hermaphrodite,attached,clear,exposed,no
8197,Acropora.microclados,193,0,-10.067,143.167,1.903044462,27.44812584,1.506880641,-0.027353745,2.574997425,43.78292084,uncommon,20,15,FALSE,corymbose,6596,spawner,hermaphrodite,attached,clear,exposed,no
8707,Acropora.monticulosa,193,0,-10.067,143.167,1.903044462,27.44812584,1.506880641,-0.027353745,2.574997425,43.78292084,uncommon,12,11,FALSE,digitate,5697,spawner,hermaphrodite,attached,clear,exposed,no
11904,Acropora.solitaryensis,193,0,-10.067,143.167,1.903044462,27.44812584,1.506880641,-0.027353745,2.574997425,43.78292084,rare,25,20,FALSE,tabular,4376,spawner,hermaphrodite,attached,clear,broad,no
18972,Caulastrea.tumida,193,0,-10.067,143.167,1.903044462,27.44812584,1.506880641,-0.027353745,2.574997425,43.78292084,common,40,38,FALSE,phaceloid,2727,spawner,NA,attached,both,protected,no
25801,Favia.favus,193,0,-10.067,143.167,1.903044462,27.44812584,1.506880641,-0.027353745,2.574997425,43.78292084,common,50,50,TRUE,massive,6990,spawner,hermaphrodite,attached,clear,protected,no
27596,Favia.speciosa,193,0,-10.067,143.167,1.903044462,27.44812584,1.506880641,-0.027353745,2.574997425,43.78292084,common,50,50,TRUE,massive,6902,spawner,hermaphrodite,attached,clear,broad,no
29596,Fungia.fungites,193,0,-10.067,143.167,1.903044462,27.44812584,1.506880641,-0.027353745,2.574997425,43.78292084,common,50,49,TRUE,solitary,7113,spawner,gonochorous,unattached,clear,protected,no
32370,Goniastrea.australensis,193,0,-10.067,143.167,1.903044462,27.44812584,1.506880641,-0.027353745,2.574997425,43.78292084,common,40,40,TRUE,massive,6431,spawner,hermaphrodite,attached,clear,broad,no
37211,Hydnophora.exesa,193,0,-10.067,143.167,1.903044462,27.44812584,1.506880641,-0.027353745,2.574997425,43.78292084,common,55,54,FALSE,encrusting,6506,spawner,hermaphrodite,attached,clear,protected,no
49164,Mycedium.elephantotus,193,0,-10.067,143.167,1.903044462,27.44812584,1.506880641,-0.027353745,2.574997425,43.78292084,common,70,67,FALSE,encrusting,6669,spawner,hermaphrodite,attached,clear,protected,no
51375,Pavona.decussata,193,0,-10.067,143.167,1.903044462,27.44812584,1.506880641,-0.027353745,2.574997425,43.78292084,common,20,19,FALSE,foliaceous,6924,spawner,NA,attached,both,broad,no
53990,Platygyra.sinensis,193,0,-10.067,143.167,1.903044462,27.44812584,1.506880641,-0.027353745,2.574997425,43.78292084,uncommon,30,30,TRUE,massive,6772,spawner,hermaphrodite,attached,clear,broad,no
54419,Plesiastrea.versipora,193,0,-10.067,143.167,1.903044462,27.44812584,1.506880641,-0.027353745,2.574997425,43.78292084,uncommon,40,39,TRUE,encrusting,7036,spawner,gonochorous,attached,clear,protected,no
54744,Pocillopora.damicornis,193,0,-10.067,143.167,1.903044462,27.44812584,1.506880641,-0.027353745,2.574997425,43.78292084,common,55,54,FALSE,branching,7431,brooder,hermaphrodite,attached,both,broad,yes
58531,Porites.stephensoni,193,0,-10.067,143.167,1.903044462,27.44812584,1.506880641,-0.027353745,2.574997425,43.78292084,uncommon,5,5,FALSE,massive,5113,brooder,NA,attached,clear,protected,yes
62611,Stylophora.pistillata,193,0,-10.067,143.167,1.903044462,27.44812584,1.506880641,-0.027353745,2.574997425,43.78292084,common,65,64,FALSE,branching,6767,brooder,hermaphrodite,attached,clear,exposed,yes
64440,Turbinaria.mesenterina,193,0,-10.067,143.167,1.903044462,27.44812584,1.506880641,-0.027353745,2.574997425,43.78292084,common,20,17,FALSE,foliaceous,6975,spawner,gonochorous,attached,turbid,protected,no
64962,Turbinaria.radicalis,193,0,-10.067,143.167,1.903044462,27.44812584,1.506880641,-0.027353745,2.574997425,43.78292084,rare,25,23,FALSE,encrusting,2328,spawner,NA,attached,clear,broad,no
3464,Acropora.cuneata,144,0,-9.99,142.23,1.915679574,27.67312622,3.769809246,-0.02767908,2.23581171,43.36070251,common,15,15,FALSE,laminar,5434,brooder,hermaphrodite,attached,clear,exposed,no
5498,Acropora.gemmifera,144,0,-9.99,142.23,1.915679574,27.67312622,3.769809246,-0.02767908,2.23581171,43.36070251,common,15,14,FALSE,digitate,4928,spawner,hermaphrodite,attached,clear,broad,no
5764,Acropora.glauca,144,0,-9.99,142.23,1.915679574,27.67312622,3.769809246,-0.02767908,2.23581171,43.36070251,rare,20,15,TRUE,corymbose,2012,spawner,hermaphrodite,attached,both,protected,no
6558,Acropora.humilis,144,0,-9.99,142.23,1.915679574,27.67312622,3.769809246,-0.02767908,2.23581171,43.36070251,common,11,11,FALSE,digitate,6545,spawner,hermaphrodite,attached,clear,exposed,no
6691,Acropora.hyacinthus,144,0,-9.99,142.23,1.915679574,27.67312622,3.769809246,-0.02767908,2.23581171,43.36070251,common,20,15,FALSE,tabular,7903,spawner,hermaphrodite,attached,clear,exposed,no
8063,Acropora.microclados,144,0,-9.99,142.23,1.915679574,27.67312622,3.769809246,-0.02767908,2.23581171,43.36070251,uncommon,20,15,FALSE,corymbose,6596,spawner,hermaphrodite,attached,clear,exposed,no
8818,Acropora.monticulosa,144,0,-9.99,142.23,1.915679574,27.67312622,3.769809246,-0.02767908,2.23581171,43.36070251,uncommon,12,11,FALSE,digitate,5697,spawner,hermaphrodite,attached,clear,exposed,no
11902,Acropora.solitaryensis,144,0,-9.99,142.23,1.915679574,27.67312622,3.769809246,-0.02767908,2.23581171,43.36070251,rare,25,20,FALSE,tabular,4376,spawner,hermaphrodite,attached,clear,broad,no
19123,Caulastrea.tumida,144,0,-9.99,142.23,1.915679574,27.67312622,3.769809246,-0.02767908,2.23581171,43.36070251,common,40,38,FALSE,phaceloid,2727,spawner,NA,attached,both,protected,no
25783,Favia.favus,144,0,-9.99,142.23,1.915679574,27.67312622,3.769809246,-0.02767908,2.23581171,43.36070251,common,50,50,TRUE,massive,6990,spawner,hermaphrodite,attached,clear,protected,no
27588,Favia.speciosa,144,0,-9.99,142.23,1.915679574,27.67312622,3.769809246,-0.02767908,2.23581171,43.36070251,common,50,50,TRUE,massive,6902,spawner,hermaphrodite,attached,clear,broad,no
29593,Fungia.fungites,144,1,-9.99,142.23,1.915679574,27.67312622,3.769809246,-0.02767908,2.23581171,43.36070251,common,50,49,TRUE,solitary,7113,spawner,gonochorous,unattached,clear,protected,no
32418,Goniastrea.australensis,144,0,-9.99,142.23,1.915679574,27.67312622,3.769809246,-0.02767908,2.23581171,43.36070251,common,40,40,TRUE,massive,6431,spawner,hermaphrodite,attached,clear,broad,no
37145,Hydnophora.exesa,144,0,-9.99,142.23,1.915679574,27.67312622,3.769809246,-0.02767908,2.23581171,43.36070251,common,55,54,FALSE,encrusting,6506,spawner,hermaphrodite,attached,clear,protected,no
49079,Mycedium.elephantotus,144,0,-9.99,142.23,1.915679574,27.67312622,3.769809246,-0.02767908,2.23581171,43.36070251,common,70,67,FALSE,encrusting,6669,spawner,hermaphrodite,attached,clear,protected,no
51434,Pavona.decussata,144,0,-9.99,142.23,1.915679574,27.67312622,3.769809246,-0.02767908,2.23581171,43.36070251,common,20,19,FALSE,foliaceous,6924,spawner,NA,attached,both,broad,no
54044,Platygyra.sinensis,144,0,-9.99,142.23,1.915679574,27.67312622,3.769809246,-0.02767908,2.23581171,43.36070251,uncommon,30,30,TRUE,massive,6772,spawner,hermaphrodite,attached,clear,broad,no
54540,Plesiastrea.versipora,144,0,-9.99,142.23,1.915679574,27.67312622,3.769809246,-0.02767908,2.23581171,43.36070251,uncommon,40,39,TRUE,encrusting,7036,spawner,gonochorous,attached,clear,protected,no
54770,Pocillopora.damicornis,144,0,-9.99,142.23,1.915679574,27.67312622,3.769809246,-0.02767908,2.23581171,43.36070251,common,55,54,FALSE,branching,7431,brooder,hermaphrodite,attached,both,broad,yes
58618,Porites.stephensoni,144,0,-9.99,142.23,1.915679574,27.67312622,3.769809246,-0.02767908,2.23581171,43.36070251,uncommon,5,5,FALSE,massive,5113,brooder,NA,attached,clear,protected,yes
62565,Stylophora.pistillata,144,0,-9.99,142.23,1.915679574,27.67312622,3.769809246,-0.02767908,2.23581171,43.36070251,common,65,64,FALSE,branching,6767,brooder,hermaphrodite,attached,clear,exposed,yes
64338,Turbinaria.mesenterina,144,1,-9.99,142.23,1.915679574,27.67312622,3.769809246,-0.02767908,2.23581171,43.36070251,common,20,17,FALSE,foliaceous,6975,spawner,gonochorous,attached,turbid,protected,no
64959,Turbinaria.radicalis,144,0,-9.99,142.23,1.915679574,27.67312622,3.769809246,-0.02767908,2.23581171,43.36070251,rare,25,23,FALSE,encrusting,2328,spawner,NA,attached,clear,broad,no
3490,Acropora.cuneata,160,0,-9.966,143.276,1.880950093,27.44812584,1.67580235,-0.108815931,2.10338068,44.35934448,common,15,15,FALSE,laminar,5434,brooder,hermaphrodite,attached,clear,exposed,no
5402,Acropora.gemmifera,160,0,-9.966,143.276,1.880950093,27.44812584,1.67580235,-0.108815931,2.10338068,44.35934448,common,15,14,FALSE,digitate,4928,spawner,hermaphrodite,attached,clear,broad,no
5665,Acropora.glauca,160,0,-9.966,143.276,1.880950093,27.44812584,1.67580235,-0.108815931,2.10338068,44.35934448,rare,20,15,TRUE,corymbose,2012,spawner,hermaphrodite,attached,both,protected,no
6586,Acropora.humilis,160,0,-9.966,143.276,1.880950093,27.44812584,1.67580235,-0.108815931,2.10338068,44.35934448,common,11,11,FALSE,digitate,6545,spawner,hermaphrodite,attached,clear,exposed,no
6721,Acropora.hyacinthus,160,0,-9.966,143.276,1.880950093,27.44812584,1.67580235,-0.108815931,2.10338068,44.35934448,common,20,15,FALSE,tabular,7903,spawner,hermaphrodite,attached,clear,exposed,no
8054,Acropora.microclados,160,0,-9.966,143.276,1.880950093,27.44812584,1.67580235,-0.108815931,2.10338068,44.35934448,uncommon,20,15,FALSE,corymbose,6596,spawner,hermaphrodite,attached,clear,exposed,no
8686,Acropora.monticulosa,160,0,-9.966,143.276,1.880950093,27.44812584,1.67580235,-0.108815931,2.10338068,44.35934448,uncommon,12,11,FALSE,digitate,5697,spawner,hermaphrodite,attached,clear,exposed,no
11854,Acropora.solitaryensis,160,0,-9.966,143.276,1.880950093,27.44812584,1.67580235,-0.108815931,2.10338068,44.35934448,rare,25,20,FALSE,tabular,4376,spawner,hermaphrodite,attached,clear,broad,no
18973,Caulastrea.tumida,160,0,-9.966,143.276,1.880950093,27.44812584,1.67580235,-0.108815931,2.10338068,44.35934448,common,40,38,FALSE,phaceloid,2727,spawner,NA,attached,both,protected,no
25944,Favia.favus,160,0,-9.966,143.276,1.880950093,27.44812584,1.67580235,-0.108815931,2.10338068,44.35934448,common,50,50,TRUE,massive,6990,spawner,hermaphrodite,attached,clear,protected,no
27459,Favia.speciosa,160,0,-9.966,143.276,1.880950093,27.44812584,1.67580235,-0.108815931,2.10338068,44.35934448,common,50,50,TRUE,massive,6902,spawner,hermaphrodite,attached,clear,broad,no
29479,Fungia.fungites,160,0,-9.966,143.276,1.880950093,27.44812584,1.67580235,-0.108815931,2.10338068,44.35934448,common,50,49,TRUE,solitary,7113,spawner,gonochorous,unattached,clear,protected,no
32485,Goniastrea.australensis,160,0,-9.966,143.276,1.880950093,27.44812584,1.67580235,-0.108815931,2.10338068,44.35934448,common,40,40,TRUE,massive,6431,spawner,hermaphrodite,attached,clear,broad,no
37195,Hydnophora.exesa,160,0,-9.966,143.276,1.880950093,27.44812584,1.67580235,-0.108815931,2.10338068,44.35934448,common,55,54,FALSE,encrusting,6506,spawner,hermaphrodite,attached,clear,protected,no
49134,Mycedium.elephantotus,160,1,-9.966,143.276,1.880950093,27.44812584,1.67580235,-0.108815931,2.10338068,44.35934448,common,70,67,FALSE,encrusting,6669,spawner,hermaphrodite,attached,clear,protected,no
51397,Pavona.decussata,160,1,-9.966,143.276,1.880950093,27.44812584,1.67580235,-0.108815931,2.10338068,44.35934448,common,20,19,FALSE,foliaceous,6924,spawner,NA,attached,both,broad,no
54063,Platygyra.sinensis,160,0,-9.966,143.276,1.880950093,27.44812584,1.67580235,-0.108815931,2.10338068,44.35934448,uncommon,30,30,TRUE,massive,6772,spawner,hermaphrodite,attached,clear,broad,no
54407,Plesiastrea.versipora,160,0,-9.966,143.276,1.880950093,27.44812584,1.67580235,-0.108815931,2.10338068,44.35934448,uncommon,40,39,TRUE,encrusting,7036,spawner,gonochorous,attached,clear,protected,no
54777,Pocillopora.damicornis,160,0,-9.966,143.276,1.880950093,27.44812584,1.67580235,-0.108815931,2.10338068,44.35934448,common,55,54,FALSE,branching,7431,brooder,hermaphrodite,attached,both,broad,yes
58608,Porites.stephensoni,160,0,-9.966,143.276,1.880950093,27.44812584,1.67580235,-0.108815931,2.10338068,44.35934448,uncommon,5,5,FALSE,massive,5113,brooder,NA,attached,clear,protected,yes
62573,Stylophora.pistillata,160,0,-9.966,143.276,1.880950093,27.44812584,1.67580235,-0.108815931,2.10338068,44.35934448,common,65,64,FALSE,branching,6767,brooder,hermaphrodite,attached,clear,exposed,yes
64412,Turbinaria.mesenterina,160,1,-9.966,143.276,1.880950093,27.44812584,1.67580235,-0.108815931,2.10338068,44.35934448,common,20,17,FALSE,foliaceous,6975,spawner,gonochorous,attached,turbid,protected,no
65028,Turbinaria.radicalis,160,0,-9.966,143.276,1.880950093,27.44812584,1.67580235,-0.108815931,2.10338068,44.35934448,rare,25,23,FALSE,encrusting,2328,spawner,NA,attached,clear,broad,no
3418,Acropora.cuneata,78,0,-9.939,144.023,1.595691442,27.14999962,0.526293755,-0.12834698,0.443398207,45.62438965,common,15,15,FALSE,laminar,5434,brooder,hermaphrodite,attached,clear,exposed,no
5560,Acropora.gemmifera,78,0,-9.939,144.023,1.595691442,27.14999962,0.526293755,-0.12834698,0.443398207,45.62438965,common,15,14,FALSE,digitate,4928,spawner,hermaphrodite,attached,clear,broad,no
5716,Acropora.glauca,78,0,-9.939,144.023,1.595691442,27.14999962,0.526293755,-0.12834698,0.443398207,45.62438965,rare,20,15,TRUE,corymbose,2012,spawner,hermaphrodite,attached,both,protected,no
6409,Acropora.humilis,78,0,-9.939,144.023,1.595691442,27.14999962,0.526293755,-0.12834698,0.443398207,45.62438965,common,11,11,FALSE,digitate,6545,spawner,hermaphrodite,attached,clear,exposed,no
6728,Acropora.hyacinthus,78,0,-9.939,144.023,1.595691442,27.14999962,0.526293755,-0.12834698,0.443398207,45.62438965,common,20,15,FALSE,tabular,7903,spawner,hermaphrodite,attached,clear,exposed,no
8049,Acropora.microclados,78,0,-9.939,144.023,1.595691442,27.14999962,0.526293755,-0.12834698,0.443398207,45.62438965,uncommon,20,15,FALSE,corymbose,6596,spawner,hermaphrodite,attached,clear,exposed,no
8663,Acropora.monticulosa,78,0,-9.939,144.023,1.595691442,27.14999962,0.526293755,-0.12834698,0.443398207,45.62438965,uncommon,12,11,FALSE,digitate,5697,spawner,hermaphrodite,attached,clear,exposed,no
11766,Acropora.solitaryensis,78,0,-9.939,144.023,1.595691442,27.14999962,0.526293755,-0.12834698,0.443398207,45.62438965,rare,25,20,FALSE,tabular,4376,spawner,hermaphrodite,attached,clear,broad,no
19094,Caulastrea.tumida,78,0,-9.939,144.023,1.595691442,27.14999962,0.526293755,-0.12834698,0.443398207,45.62438965,common,40,38,FALSE,phaceloid,2727,spawner,NA,attached,both,protected,no
25916,Favia.favus,78,1,-9.939,144.023,1.595691442,27.14999962,0.526293755,-0.12834698,0.443398207,45.62438965,common,50,50,TRUE,massive,6990,spawner,hermaphrodite,attached,clear,protected,no
27488,Favia.speciosa,78,0,-9.939,144.023,1.595691442,27.14999962,0.526293755,-0.12834698,0.443398207,45.62438965,common,50,50,TRUE,massive,6902,spawner,hermaphrodite,attached,clear,broad,no
29664,Fungia.fungites,78,1,-9.939,144.023,1.595691442,27.14999962,0.526293755,-0.12834698,0.443398207,45.62438965,common,50,49,TRUE,solitary,7113,spawner,gonochorous,unattached,clear,protected,no
32412,Goniastrea.australensis,78,0,-9.939,144.023,1.595691442,27.14999962,0.526293755,-0.12834698,0.443398207,45.62438965,common,40,40,TRUE,massive,6431,spawner,hermaphrodite,attached,clear,broad,no
37117,Hydnophora.exesa,78,0,-9.939,144.023,1.595691442,27.14999962,0.526293755,-0.12834698,0.443398207,45.62438965,common,55,54,FALSE,encrusting,6506,spawner,hermaphrodite,attached,clear,protected,no
49111,Mycedium.elephantotus,78,1,-9.939,144.023,1.595691442,27.14999962,0.526293755,-0.12834698,0.443398207,45.62438965,common,70,67,FALSE,encrusting,6669,spawner,hermaphrodite,attached,clear,protected,no
51324,Pavona.decussata,78,0,-9.939,144.023,1.595691442,27.14999962,0.526293755,-0.12834698,0.443398207,45.62438965,common,20,19,FALSE,foliaceous,6924,spawner,NA,attached,both,broad,no
54013,Platygyra.sinensis,78,0,-9.939,144.023,1.595691442,27.14999962,0.526293755,-0.12834698,0.443398207,45.62438965,uncommon,30,30,TRUE,massive,6772,spawner,hermaphrodite,attached,clear,broad,no
54518,Plesiastrea.versipora,78,0,-9.939,144.023,1.595691442,27.14999962,0.526293755,-0.12834698,0.443398207,45.62438965,uncommon,40,39,TRUE,encrusting,7036,spawner,gonochorous,attached,clear,protected,no
54785,Pocillopora.damicornis,78,0,-9.939,144.023,1.595691442,27.14999962,0.526293755,-0.12834698,0.443398207,45.62438965,common,55,54,FALSE,branching,7431,brooder,hermaphrodite,attached,both,broad,yes
58570,Porites.stephensoni,78,0,-9.939,144.023,1.595691442,27.14999962,0.526293755,-0.12834698,0.443398207,45.62438965,uncommon,5,5,FALSE,massive,5113,brooder,NA,attached,clear,protected,yes
62547,Stylophora.pistillata,78,1,-9.939,144.023,1.595691442,27.14999962,0.526293755,-0.12834698,0.443398207,45.62438965,common,65,64,FALSE,branching,6767,brooder,hermaphrodite,attached,clear,exposed,yes
64463,Turbinaria.mesenterina,78,0,-9.939,144.023,1.595691442,27.14999962,0.526293755,-0.12834698,0.443398207,45.62438965,common,20,17,FALSE,foliaceous,6975,spawner,gonochorous,attached,turbid,protected,no
65088,Turbinaria.radicalis,78,0,-9.939,144.023,1.595691442,27.14999962,0.526293755,-0.12834698,0.443398207,45.62438965,rare,25,23,FALSE,encrusting,2328,spawner,NA,attached,clear,broad,no
3390,Acropora.cuneata,130,0,-9.938,142.95,1.906736493,27.56343651,1.117746949,-0.039918553,2.265907049,43.63079071,common,15,15,FALSE,laminar,5434,brooder,hermaphrodite,attached,clear,exposed,no
5499,Acropora.gemmifera,130,0,-9.938,142.95,1.906736493,27.56343651,1.117746949,-0.039918553,2.265907049,43.63079071,common,15,14,FALSE,digitate,4928,spawner,hermaphrodite,attached,clear,broad,no
5686,Acropora.glauca,130,0,-9.938,142.95,1.906736493,27.56343651,1.117746949,-0.039918553,2.265907049,43.63079071,rare,20,15,TRUE,corymbose,2012,spawner,hermaphrodite,attached,both,protected,no
6469,Acropora.humilis,130,0,-9.938,142.95,1.906736493,27.56343651,1.117746949,-0.039918553,2.265907049,43.63079071,common,11,11,FALSE,digitate,6545,spawner,hermaphrodite,attached,clear,exposed,no
6667,Acropora.hyacinthus,130,0,-9.938,142.95,1.906736493,27.56343651,1.117746949,-0.039918553,2.265907049,43.63079071,common,20,15,FALSE,tabular,7903,spawner,hermaphrodite,attached,clear,exposed,no
8077,Acropora.microclados,130,0,-9.938,142.95,1.906736493,27.56343651,1.117746949,-0.039918553,2.265907049,43.63079071,uncommon,20,15,FALSE,corymbose,6596,spawner,hermaphrodite,attached,clear,exposed,no
8716,Acropora.monticulosa,130,0,-9.938,142.95,1.906736493,27.56343651,1.117746949,-0.039918553,2.265907049,43.63079071,uncommon,12,11,FALSE,digitate,5697,spawner,hermaphrodite,attached,clear,exposed,no
11860,Acropora.solitaryensis,130,0,-9.938,142.95,1.906736493,27.56343651,1.117746949,-0.039918553,2.265907049,43.63079071,rare,25,20,FALSE,tabular,4376,spawner,hermaphrodite,attached,clear,broad,no
18984,Caulastrea.tumida,130,0,-9.938,142.95,1.906736493,27.56343651,1.117746949,-0.039918553,2.265907049,43.63079071,common,40,38,FALSE,phaceloid,2727,spawner,NA,attached,both,protected,no
25927,Favia.favus,130,0,-9.938,142.95,1.906736493,27.56343651,1.117746949,-0.039918553,2.265907049,43.63079071,common,50,50,TRUE,massive,6990,spawner,hermaphrodite,attached,clear,protected,no
27591,Favia.speciosa,130,0,-9.938,142.95,1.906736493,27.56343651,1.117746949,-0.039918553,2.265907049,43.63079071,common,50,50,TRUE,massive,6902,spawner,hermaphrodite,attached,clear,broad,no
29614,Fungia.fungites,130,1,-9.938,142.95,1.906736493,27.56343651,1.117746949,-0.039918553,2.265907049,43.63079071,common,50,49,TRUE,solitary,7113,spawner,gonochorous,unattached,clear,protected,no
32364,Goniastrea.australensis,130,0,-9.938,142.95,1.906736493,27.56343651,1.117746949,-0.039918553,2.265907049,43.63079071,common,40,40,TRUE,massive,6431,spawner,hermaphrodite,attached,clear,broad,no
37160,Hydnophora.exesa,130,0,-9.938,142.95,1.906736493,27.56343651,1.117746949,-0.039918553,2.265907049,43.63079071,common,55,54,FALSE,encrusting,6506,spawner,hermaphrodite,attached,clear,protected,no
49231,Mycedium.elephantotus,130,1,-9.938,142.95,1.906736493,27.56343651,1.117746949,-0.039918553,2.265907049,43.63079071,common,70,67,FALSE,encrusting,6669,spawner,hermaphrodite,attached,clear,protected,no
51460,Pavona.decussata,130,1,-9.938,142.95,1.906736493,27.56343651,1.117746949,-0.039918553,2.265907049,43.63079071,common,20,19,FALSE,foliaceous,6924,spawner,NA,attached,both,broad,no
54097,Platygyra.sinensis,130,0,-9.938,142.95,1.906736493,27.56343651,1.117746949,-0.039918553,2.265907049,43.63079071,uncommon,30,30,TRUE,massive,6772,spawner,hermaphrodite,attached,clear,broad,no
54490,Plesiastrea.versipora,130,0,-9.938,142.95,1.906736493,27.56343651,1.117746949,-0.039918553,2.265907049,43.63079071,uncommon,40,39,TRUE,encrusting,7036,spawner,gonochorous,attached,clear,protected,no
54594,Pocillopora.damicornis,130,0,-9.938,142.95,1.906736493,27.56343651,1.117746949,-0.039918553,2.265907049,43.63079071,common,55,54,FALSE,branching,7431,brooder,hermaphrodite,attached,both,broad,yes
58709,Porites.stephensoni,130,0,-9.938,142.95,1.906736493,27.56343651,1.117746949,-0.039918553,2.265907049,43.63079071,uncommon,5,5,FALSE,massive,5113,brooder,NA,attached,clear,protected,yes
62481,Stylophora.pistillata,130,0,-9.938,142.95,1.906736493,27.56343651,1.117746949,-0.039918553,2.265907049,43.63079071,common,65,64,FALSE,branching,6767,brooder,hermaphrodite,attached,clear,exposed,yes
64457,Turbinaria.mesenterina,130,1,-9.938,142.95,1.906736493,27.56343651,1.117746949,-0.039918553,2.265907049,43.63079071,common,20,17,FALSE,foliaceous,6975,spawner,gonochorous,attached,turbid,protected,no
64921,Turbinaria.radicalis,130,0,-9.938,142.95,1.906736493,27.56343651,1.117746949,-0.039918553,2.265907049,43.63079071,rare,25,23,FALSE,encrusting,2328,spawner,NA,attached,clear,broad,no
3320,Acropora.cuneata,152,0,-9.937,143.984,1.60885191,27.22312546,0.535307407,-0.173720002,0.459974825,45.62438965,common,15,15,FALSE,laminar,5434,brooder,hermaphrodite,attached,clear,exposed,no
5397,Acropora.gemmifera,152,0,-9.937,143.984,1.60885191,27.22312546,0.535307407,-0.173720002,0.459974825,45.62438965,common,15,14,FALSE,digitate,4928,spawner,hermaphrodite,attached,clear,broad,no
5654,Acropora.glauca,152,0,-9.937,143.984,1.60885191,27.22312546,0.535307407,-0.173720002,0.459974825,45.62438965,rare,20,15,TRUE,corymbose,2012,spawner,hermaphrodite,attached,both,protected,no
6437,Acropora.humilis,152,0,-9.937,143.984,1.60885191,27.22312546,0.535307407,-0.173720002,0.459974825,45.62438965,common,11,11,FALSE,digitate,6545,spawner,hermaphrodite,attached,clear,exposed,no
6710,Acropora.hyacinthus,152,0,-9.937,143.984,1.60885191,27.22312546,0.535307407,-0.173720002,0.459974825,45.62438965,common,20,15,FALSE,tabular,7903,spawner,hermaphrodite,attached,clear,exposed,no
8183,Acropora.microclados,152,0,-9.937,143.984,1.60885191,27.22312546,0.535307407,-0.173720002,0.459974825,45.62438965,uncommon,20,15,FALSE,corymbose,6596,spawner,hermaphrodite,attached,clear,exposed,no
8665,Acropora.monticulosa,152,0,-9.937,143.984,1.60885191,27.22312546,0.535307407,-0.173720002,0.459974825,45.62438965,uncommon,12,11,FALSE,digitate,5697,spawner,hermaphrodite,attached,clear,exposed,no
11935,Acropora.solitaryensis,152,0,-9.937,143.984,1.60885191,27.22312546,0.535307407,-0.173720002,0.459974825,45.62438965,rare,25,20,FALSE,tabular,4376,spawner,hermaphrodite,attached,clear,broad,no
19143,Caulastrea.tumida,152,0,-9.937,143.984,1.60885191,27.22312546,0.535307407,-0.173720002,0.459974825,45.62438965,common,40,38,FALSE,phaceloid,2727,spawner,NA,attached,both,protected,no
25816,Favia.favus,152,0,-9.937,143.984,1.60885191,27.22312546,0.535307407,-0.173720002,0.459974825,45.62438965,common,50,50,TRUE,massive,6990,spawner,hermaphrodite,attached,clear,protected,no
27567,Favia.speciosa,152,0,-9.937,143.984,1.60885191,27.22312546,0.535307407,-0.173720002,0.459974825,45.62438965,common,50,50,TRUE,massive,6902,spawner,hermaphrodite,attached,clear,broad,no
29478,Fungia.fungites,152,0,-9.937,143.984,1.60885191,27.22312546,0.535307407,-0.173720002,0.459974825,45.62438965,common,50,49,TRUE,solitary,7113,spawner,gonochorous,unattached,clear,protected,no
32541,Goniastrea.australensis,152,0,-9.937,143.984,1.60885191,27.22312546,0.535307407,-0.173720002,0.459974825,45.62438965,common,40,40,TRUE,massive,6431,spawner,hermaphrodite,attached,clear,broad,no
